customer_id,customer_name,gender,age,city,state,region_id,customer_segment,signup_date,acquisition_channel
C01368,Customer 01368,Female,45,Faridabad,Haryana,R01,Corporate,2024-10-31,Organic
C01369,Customer 01369,Female,46,Amritsar,Punjab,R01,Consumer,2022-01-03,Partner
C01370,Customer 01370,Male,23,Nagpur,Maharashtra,R04,Consumer,2024-08-17,Organic
C01371,Customer 01371,Male,27,Delhi,Delhi,R07,Small Business,2025-10-09,Email
C01372,Customer 01372,Female,26,Vijayawada,Andhra Pradesh,R02,Corporate,2025-09-25,Referral
C01373,Customer 01373,Male,43,Nagpur,Maharashtra,R04,Small Business,2022-09-11,Referral
C01374,Customer 01374,Male,39,Indore,Madhya Pradesh,R05,Small Business,2025-12-04,Organic
C01375,Customer 01375,Male,31,Ranchi,Jharkhand,R03,Consumer,2022-06-15,Paid Search
C01376,Customer 01376,Male,37,Delhi,Delhi,R07,Corporate,2023-11-19,Partner
C01377,Customer 01377,Female,24,Hyderabad,Telangana,R02,Consumer,2023-07-18,Paid Search
C01378,Customer 01378,Female,28,Guwahati,Assam,R06,Corporate,2024-09-05,Organic
C01379,Customer 01379,Female,22,Hyderabad,Telangana,R02,Consumer,2025-02-11,Referral
C01380,Customer 01380,Male,36,Surat,Gujarat,R04,Consumer,2024-06-09,Referral
C01381,Customer 01381,Female,36,Ahmedabad,Gujarat,R04,Consumer,2025-01-22,Social
C01382,Customer 01382,Female,25,Delhi,Delhi,R07,Small Business,2025-12-05,Paid Search
C01383,Customer 01383,Female,39,Bengaluru,Karnataka,R02,Consumer,2024-01-18,Paid Search
C01384,Customer 01384,Female,46,Dehradun,Uttarakhand,R01,Corporate,2024-04-23,Organic
C01385,Customer 01385,Female,25,Visakhapatnam,Andhra Pradesh,R02,Small Business,2024-03-13,Social
C01386,Customer 01386,Male,32,Delhi,Delhi,R07,Small Business,2023-01-27,Partner
C01387,Customer 01387,Female,40,Kolkata,West Bengal,R03,Consumer,2023-10-28,Email
C01388,Customer 01388,Female,35,Jodhpur,Rajasthan,R01,Consumer,2024-03-28,Referral
C01389,Customer 01389,Female,21,Kochi,Kerala,R02,Small Business,2022-02-06,Social
C01390,Customer 01390,Female,31,Delhi,Delhi,R07,Consumer,2023-07-28,Referral
C01391,Customer 01391,Male,30,Vijayawada,Andhra Pradesh,R02,Consumer,2023-02-10,Social
C01392,Customer 01392,Female,33,Bhopal,Madhya Pradesh,R05,Enterprise,2024-08-31,Email
C01393,Customer 01393,Male,34,Gurugram,Haryana,R01,Consumer,2023-07-23,Social
C01394,Customer 01394,Female,51,Delhi,Delhi,R07,Consumer,2022-07-18,Organic
C01395,Customer 01395,Male,33,Indore,,R05,Consumer,2024-03-21,Social
C01396,Customer 01396,Male,18,Gurugram,Haryana,R01,Consumer,2023-11-06,Organic
C01397,Customer 01397,Female,36,Mysuru,Karnataka,R02,Consumer,2024-08-20,Social
C01398,Customer 01398,Female,52,Kochi,Kerala,R02,Corporate,2024-12-20,Email
C01399,Customer 01399,Female,33,Chennai,Tamil Nadu,R02,Consumer,2025-12-13,Referral
C01400,Customer 01400,Male,31,Nagpur,Maharashtra,R04,Corporate,2024-06-21,Organic
C01401,Customer 01401,Male,32,Surat,Gujarat,R04,Small Business,2024-01-12,Referral
C01402,Customer 01402,Male,41,Delhi,Delhi,R07,Small Business,2023-02-14,Organic
C01403,Customer 01403,Male,32,Ranchi,Jharkhand,R03,Consumer,2024-09-08,Referral
C01404,Customer 01404,Female,20,Pune,Maharashtra,R04,Small Business,2023-08-26,Paid Search
C01405,Customer 01405,Female,28,Ludhiana,Punjab,R01,Consumer,2025-11-04,
C01406,Customer 01406,Male,34,Jaipur,Rajasthan,R01,Corporate,2024-09-28,Partner
C01407,Customer 01407,Female,40,Ranchi,Jharkhand,R03,Consumer,2023-02-12,Organic
C01408,Customer 01408,Male,29,Delhi,Delhi,R07,Corporate,2025-10-03,Referral
C01409,Customer 01409,Male,32,Raipur,Chhattisgarh,R05,Consumer,2023-10-25,Referral
C01410,Customer 01410,Male,35,Kolkata,West Bengal,R03,Corporate,2024-06-24,Referral
C01411,Customer 01411,Male,27,Indore,Madhya Pradesh,R05,Consumer,2024-11-19,Partner
C01412,Customer 01412,Female,34,Ranchi,Jharkhand,R03,Consumer,2024-08-13,Social
C01413,Customer 01413,Female,40,Bhopal,Madhya Pradesh,R05,Corporate,2024-04-05,Organic
C01414,Customer 01414,Male,23,Visakhapatnam,Andhra Pradesh,R02,Consumer,2024-12-07,Referral
C01415,Customer 01415,Female,38,Gurugram,,R01,Corporate,2025-07-28,Social
C01416,Customer 01416,Female,24,Bhubaneswar,Odisha,R03,Corporate,2022-08-27,Email
C01417,Customer 01417,Female,24,Bengaluru,Karnataka,R02,Corporate,2024-04-07,Email
C01418,Customer 01418,Female,28,Mysuru,,R02,Corporate,2024-06-05,Referral
C01419,Customer 01419,Female,49,Kochi,Kerala,R02,Small Business,2025-09-09,Paid Search
C01420,Customer 01420,Female,18,Ranchi,Jharkhand,R03,Small Business,2024-04-21,Social
C01421,Customer 01421,Male,30,Kolkata,West Bengal,R03,Consumer,2022-08-06,Partner
C01422,Customer 01422,Male,35,Mysuru,Karnataka,R02,Consumer,2025-01-19,Paid Search
C01423,Customer 01423,Female,47,Ahmedabad,Gujarat,R04,Small Business,2025-03-19,Social
C01424,Customer 01424,Female,54,Mumbai,Maharashtra,R04,Consumer,2025-05-10,Referral
C01425,Customer 01425,Female,31,Nagpur,Maharashtra,R04,Consumer,2022-11-08,Organic
C01426,Customer 01426,Female,40,Pune,Maharashtra,R04,Consumer,2022-08-09,Email
C01427,Customer 01427,Female,34,Delhi,Delhi,R07,Consumer,2022-03-13,Organic
C01428,Customer 01428,Female,34,Delhi,Delhi,R07,Consumer,2023-09-18,Partner
C01429,Customer 01429,Female,38,Bhubaneswar,Odisha,R03,Corporate,2022-06-13,Social
C01430,Customer 01430,Male,19,Surat,Gujarat,R04,Corporate,2025-01-23,Organic
C01431,Customer 01431,Male,35,Vijayawada,Andhra Pradesh,R02,Corporate,2024-04-28,Email
C01432,Customer 01432,Male,40,Chennai,,R02,Consumer,2023-04-06,Email
C01433,Customer 01433,Male,26,Delhi,Delhi,R07,Small Business,2023-03-01,Organic
C01434,Customer 01434,Female,40,Gurugram,Haryana,R01,Corporate,2023-10-19,Organic
C01435,Customer 01435,,18,Amritsar,Punjab,R01,Consumer,2022-07-30,Social
C01436,Customer 01436,Female,36,Ranchi,Jharkhand,R03,Consumer,2023-09-01,Referral
C01437,Customer 01437,Male,48,Noida,Uttar Pradesh,R07,Consumer,2024-07-08,Organic
C01438,Customer 01438,Female,33,Mysuru,Karnataka,R02,Small Business,2023-11-05,Social
C01439,Customer 01439,Male,25,Visakhapatnam,Andhra Pradesh,R02,Consumer,2023-12-14,Social
C01440,Customer 01440,Female,21,Ranchi,Jharkhand,R03,Consumer,2025-04-24,Partner
C01441,Customer 01441,Male,39,Noida,Uttar Pradesh,R07,Consumer,2023-07-10,Email
C01442,Customer 01442,Female,44,Delhi,Delhi,R07,Consumer,2022-07-02,Organic
C01443,Customer 01443,Female,34,Gurugram,Haryana,R01,Consumer,2024-02-22,Referral
C01444,Customer 01444,Female,30,Delhi,Delhi,R07,Small Business,2022-09-12,Social
C01445,Customer 01445,Female,18,Ludhiana,Punjab,R01,Consumer,2025-06-12,Social
C01446,Customer 01446,Female,36,Coimbatore,Tamil Nadu,R02,Small Business,2022-08-16,Organic
C01447,Customer 01447,Female,28,Kochi,Kerala,R02,Consumer,2024-11-24,Referral
C01448,Customer 01448,Male,29,Mysuru,Karnataka,R02,Consumer,2023-10-23,Partner
C01449,Customer 01449,Female,51,Hyderabad,Telangana,R02,Small Business,2023-12-25,Organic
C01450,Customer 01450,Male,18,Amritsar,Punjab,R01,Corporate,2025-07-18,Organic
C01451,Customer 01451,Male,18,Bhopal,Madhya Pradesh,R05,Small Business,2025-04-16,Social
C01452,Customer 01452,Male,37,Chennai,Tamil Nadu,R02,Consumer,2022-09-08,Partner
C01453,Customer 01453,Male,31,Raipur,Chhattisgarh,R05,Consumer,2025-06-14,
C01454,Customer 01454,Male,30,Vijayawada,Andhra Pradesh,R02,Corporate,2023-04-15,Organic
C01455,Customer 01455,Female,38,Mumbai,Maharashtra,R04,Consumer,2023-07-04,Partner
C01456,Customer 01456,Female,38,Delhi,Delhi,R07,Small Business,2025-04-27,Social
C01457,Customer 01457,Female,25,Lucknow,Uttar Pradesh,R07,Consumer,2022-08-07,Social
C01458,Customer 01458,Male,29,Ahmedabad,Gujarat,R04,Consumer,2023-08-25,Organic
C01459,Customer 01459,Female,35,Vijayawada,,R02,Small Business,2022-06-18,Organic
C01460,Customer 01460,Male,37,Nagpur,Maharashtra,R04,Corporate,2024-04-04,Social
C01461,Customer 01461,Male,40,Bhubaneswar,Odisha,R03,Small Business,2024-07-22,Email
C01462,Customer 01462,Male,29,Bengaluru,Karnataka,R02,Small Business,2024-04-30,Referral
C01463,Customer 01463,Female,38,Amritsar,Punjab,R01,Consumer,2025-09-29,Partner
C01464,Customer 01464,Female,45,Nagpur,,R04,Corporate,2024-11-04,Social
C01465,Customer 01465,Male,35,Hyderabad,Telangana,R02,Enterprise,2022-02-26,Referral
C01466,Customer 01466,Male,34,Hyderabad,Telangana,R02,Consumer,2022-10-30,Referral
C01467,Customer 01467,Male,33,Surat,Gujarat,R04,Consumer,2023-12-28,Paid Search
C01468,Customer 01468,Male,29,Kanpur,Uttar Pradesh,R07,Small Business,2023-10-31,Organic
C01469,Customer 01469,Female,26,Kolkata,West Bengal,R03,Consumer,2022-10-11,Email
C01470,Customer 01470,Female,32,Gurugram,Haryana,R01,Small Business,2024-02-11,Organic
C01471,Customer 01471,Female,40,Visakhapatnam,Andhra Pradesh,R02,Consumer,2024-02-16,Partner
C01472,Customer 01472,Other,26,Amritsar,Punjab,R01,Small Business,2023-10-26,Email
C01473,Customer 01473,Male,34,Faridabad,Haryana,R01,Corporate,2025-06-05,Organic
C01474,Customer 01474,Female,33,Bengaluru,Karnataka,R02,Corporate,2023-07-10,Organic
C01475,Customer 01475,Female,53,Bengaluru,Karnataka,R02,Small Business,2025-02-23,Referral
C01476,Customer 01476,Male,42,Bengaluru,Karnataka,R02,Consumer,2024-10-17,Social
C01477,Customer 01477,,42,Surat,Gujarat,R04,Corporate,2025-11-20,Referral
C01478,Customer 01478,Male,44,Dehradun,Uttarakhand,R01,Small Business,2024-07-18,Paid Search
C01479,Customer 01479,Female,30,Bengaluru,Karnataka,R02,Enterprise,2023-12-09,Partner
C01480,Customer 01480,Female,49,Mysuru,Karnataka,R02,Enterprise,2022-01-02,Social
C01481,Customer 01481,Female,37,Ahmedabad,Gujarat,R04,Corporate,2024-08-27,Social
C01482,Customer 01482,Female,35,Delhi,Delhi,R07,Corporate,2024-02-11,Partner
C01483,Customer 01483,Female,23,Coimbatore,Tamil Nadu,R02,Consumer,2025-08-05,Email
C01484,Customer 01484,Male,31,Kanpur,Uttar Pradesh,R07,Corporate,2024-05-20,Referral
C01485,Customer 01485,Female,18,Hyderabad,Telangana,R02,Corporate,2024-10-16,Partner
C01486,Customer 01486,Female,33,Delhi,Delhi,R07,Consumer,2025-08-25,Partner
C01487,Customer 01487,Female,29,Dehradun,Uttarakhand,R01,Consumer,2025-11-09,Email
C01488,Customer 01488,Female,31,Ahmedabad,Gujarat,R04,Corporate,2022-11-19,Email
C01489,Customer 01489,Male,21,Kochi,Kerala,R02,Consumer,2022-12-25,Organic
C01490,Customer 01490,Male,42,Mysuru,Karnataka,R02,Consumer,2025-02-19,Partner
C01491,Customer 01491,Female,41,Delhi,Delhi,R07,Consumer,2022-07-17,Partner
C01492,Customer 01492,Female,52,Indore,Madhya Pradesh,R05,Small Business,2025-04-12,Social
C01493,Customer 01493,Female,52,Hyderabad,Telangana,R02,Enterprise,2022-08-06,Referral
C01494,Customer 01494,Male,37,Bhubaneswar,Odisha,R03,Corporate,2023-06-17,Referral
C01495,Customer 01495,Male,45,Ahmedabad,Gujarat,R04,Enterprise,2025-05-30,Social
C01496,Customer 01496,Female,38,Hyderabad,Telangana,R02,Small Business,2022-07-21,Organic
C01497,Customer 01497,Male,31,Raipur,Chhattisgarh,R05,Consumer,2022-03-19,Referral
C01498,Customer 01498,Female,32,Hyderabad,Telangana,R02,Consumer,2025-01-13,Paid Search
C01499,Customer 01499,Female,41,Mumbai,Maharashtra,R04,Consumer,2025-03-29,Social
C01500,Customer 01500,Male,76,Hyderabad,,R02,Consumer,2025-01-06,Partner
C01501,Customer 01501,Female,47,Hyderabad,Telangana,R02,Corporate,2023-11-10,Organic
C01502,Customer 01502,Female,37,Ranchi,Jharkhand,R03,Consumer,2025-01-20,Partner
C01503,Customer 01503,Female,40,Pune,Maharashtra,R04,Small Business,2024-10-06,Social
C01504,Customer 01504,Male,40,Surat,Gujarat,R04,Corporate,2023-07-07,Partner
C01505,Customer 01505,Female,34,Bhopal,Madhya Pradesh,R05,Consumer,2024-12-25,Organic
C01506,Customer 01506,Male,43,Mysuru,Karnataka,R02,Enterprise,2022-10-10,Organic
C01507,Customer 01507,Male,33,Patna,Bihar,R03,Enterprise,2023-09-13,Referral
C01508,Customer 01508,Female,25,Surat,Gujarat,R04,Small Business,2025-04-23,Social
C01509,Customer 01509,Male,40,Lucknow,Uttar Pradesh,R07,Small Business,2022-08-02,Referral
C01510,Customer 01510,Female,41,Patna,Bihar,R03,Enterprise,2023-09-07,Social
C01511,Customer 01511,,34,Gurugram,Haryana,R01,Corporate,2024-06-20,Social
C01512,Customer 01512,Male,38,Amritsar,,R01,Small Business,2024-05-23,Partner
C01513,Customer 01513,Female,45,Hyderabad,Telangana,R02,Consumer,2025-10-29,Paid Search
C01514,Customer 01514,Female,34,Patna,Bihar,R03,Consumer,2024-08-23,Organic
C01515,Customer 01515,Male,31,Kochi,Kerala,R02,Consumer,2022-02-07,Email
C01516,Customer 01516,Male,28,Jaipur,Rajasthan,R01,Consumer,2025-12-25,Paid Search
C01517,Customer 01517,Female,32,Faridabad,Haryana,R01,Consumer,2022-11-28,Social
C01518,Customer 01518,Female,50,Visakhapatnam,Andhra Pradesh,R02,Consumer,2024-05-18,Social
C01519,Customer 01519,Male,33,Faridabad,Haryana,R01,Consumer,2025-07-01,Paid Search
C01520,Customer 01520,Male,39,Amritsar,Punjab,R01,Consumer,2024-06-06,Paid Search
C01521,Customer 01521,Female,32,Jodhpur,Rajasthan,R01,Consumer,2022-04-12,Organic
C01522,Customer 01522,Male,31,Mysuru,Karnataka,R02,Small Business,2023-05-29,Organic
C01523,Customer 01523,Female,26,Guwahati,Assam,R06,Corporate,2022-01-15,Paid Search
C01524,Customer 01524,Female,36,Patna,Bihar,R03,Corporate,2023-09-08,Organic
C01525,Customer 01525,Male,30,Kolkata,West Bengal,R03,Consumer,2025-07-06,Email
C01526,Customer 01526,Male,48,Ludhiana,Punjab,R01,Small Business,2023-01-12,Partner
C01527,Customer 01527,Female,34,Mumbai,,R04,Consumer,2025-01-27,Organic
C01528,Customer 01528,Male,35,Mysuru,Karnataka,R02,Consumer,2022-03-04,Social
C01529,Customer 01529,Female,33,Faridabad,Haryana,R01,Consumer,2023-01-06,Paid Search
C01530,Customer 01530,Male,39,Jodhpur,Rajasthan,R01,Small Business,2024-04-17,Organic
C01531,Customer 01531,Female,50,Mumbai,Maharashtra,R04,Enterprise,2025-11-12,Organic
C01532,Customer 01532,Female,25,Faridabad,Haryana,R01,Small Business,2024-06-23,Referral
C01533,Customer 01533,Female,38,Mysuru,Karnataka,R02,Corporate,2024-11-06,Organic
C01534,Customer 01534,Male,19,Kolkata,West Bengal,R03,Consumer,2025-02-02,Partner
C01535,Customer 01535,Female,47,Delhi,Delhi,R07,Corporate,2022-06-24,Email
C01536,Customer 01536,Female,34,Bengaluru,Karnataka,R02,Consumer,2025-11-02,Referral
C01537,Customer 01537,Male,20,Bhubaneswar,Odisha,R03,Consumer,2023-11-04,Email
C01538,Customer 01538,Female,22,Patna,Bihar,R03,Enterprise,2023-03-28,Organic
C01539,Customer 01539,Female,43,Indore,Madhya Pradesh,R05,Enterprise,2025-06-17,Referral
C01540,Customer 01540,Male,18,Surat,Gujarat,R04,Consumer,2023-12-18,Organic
C01541,Customer 01541,Female,38,Indore,Madhya Pradesh,R05,Consumer,2024-09-02,Social
C01542,Customer 01542,Male,31,Noida,Uttar Pradesh,R07,Consumer,2023-06-25,Paid Search
C01543,Customer 01543,Male,33,Pune,Maharashtra,R04,Consumer,2024-05-05,Organic
C01544,Customer 01544,Male,28,Amritsar,Punjab,R01,Consumer,2022-08-12,Referral
C01545,Customer 01545,Male,25,Ahmedabad,Gujarat,R04,Corporate,2023-09-02,Paid Search
C01546,Customer 01546,Male,30,Nagpur,Maharashtra,R04,Consumer,2023-10-23,Organic
C01547,Customer 01547,Male,41,Noida,Uttar Pradesh,R07,Consumer,2022-12-29,Partner
C01548,Customer 01548,Female,32,Patna,Bihar,R03,Consumer,2025-08-25,Organic
C01549,Customer 01549,Female,39,Pune,Maharashtra,R04,Small Business,2024-06-15,Organic
C01550,Customer 01550,Male,33,Jodhpur,Rajasthan,R01,Consumer,2025-06-25,Organic
C01551,Customer 01551,Female,41,Gurugram,Haryana,R01,Consumer,2022-08-13,Social
C01552,Customer 01552,Female,39,Surat,Gujarat,R04,Corporate,2023-09-11,Email
C01553,Customer 01553,Female,30,Jodhpur,Rajasthan,R01,Small Business,2025-03-29,Email
C01554,Customer 01554,Other,25,Nagpur,Maharashtra,R04,Consumer,2022-08-27,Referral
C01555,Customer 01555,Male,45,Noida,Uttar Pradesh,R07,Corporate,2022-11-03,Social
C01556,Customer 01556,Male,27,Patna,Bihar,R03,Consumer,2025-09-11,Partner
C01557,Customer 01557,Male,40,Vijayawada,Andhra Pradesh,R02,Corporate,2022-06-26,Email
C01558,Customer 01558,Male,35,Mysuru,Karnataka,R02,Consumer,2023-11-01,Partner
C01559,Customer 01559,Female,30,Hyderabad,Telangana,R02,Small Business,2022-04-16,Organic
C01560,Customer 01560,Male,39,Raipur,Chhattisgarh,R05,Enterprise,2023-05-12,Social
C01561,Customer 01561,Female,49,Dehradun,Uttarakhand,R01,Small Business,2025-04-05,Organic
C01562,Customer 01562,Female,41,Chennai,Tamil Nadu,R02,Small Business,2023-06-16,Social
C01563,Customer 01563,Female,36,Kochi,Kerala,R02,Consumer,2023-11-15,Partner
C01564,Customer 01564,Female,51,Kochi,Kerala,R02,Corporate,2025-08-31,Referral
C01565,Customer 01565,Female,18,Bhubaneswar,,R03,Consumer,2023-08-06,Email
C01566,Customer 01566,Female,24,Ahmedabad,Gujarat,R04,Consumer,2024-05-27,Paid Search
C01567,Customer 01567,Female,30,Delhi,,R07,Consumer,2024-02-01,Paid Search
C01568,Customer 01568,Male,49,Delhi,Delhi,R07,Small Business,2024-11-15,Partner
C01569,Customer 01569,Male,44,Bengaluru,Karnataka,R02,Corporate,2024-05-08,Organic
C01570,Customer 01570,Male,18,Bengaluru,Karnataka,R02,Small Business,2025-04-29,Organic
C01571,Customer 01571,Female,31,Pune,Maharashtra,R04,Consumer,2025-07-10,Paid Search
C01572,Customer 01572,Male,22,Coimbatore,Tamil Nadu,R02,Small Business,2025-12-12,Email
C01573,Customer 01573,Male,35,Bengaluru,Karnataka,R02,Small Business,2023-05-18,Social
C01574,Customer 01574,Male,44,Bhopal,,R05,Small Business,2022-09-17,Organic
C01575,Customer 01575,Female,45,Faridabad,Haryana,R01,Consumer,2022-10-01,Referral
C01576,Customer 01576,Male,38,Noida,Uttar Pradesh,R07,Consumer,2025-02-24,Referral
C01577,Customer 01577,Male,31,Bhubaneswar,Odisha,R03,Corporate,2025-06-23,Social
C01578,Customer 01578,Male,34,Raipur,Chhattisgarh,R05,Enterprise,2022-12-19,Organic
C01579,Customer 01579,Male,42,Dehradun,Uttarakhand,R01,Consumer,2023-12-04,Organic
C01580,Customer 01580,Female,58,Guwahati,Assam,R06,Consumer,2022-01-29,Paid Search
C01581,Customer 01581,Male,23,Kochi,Kerala,R02,Consumer,2024-04-26,Paid Search
C01582,Customer 01582,Male,51,Nagpur,Maharashtra,R04,Consumer,2024-10-21,Organic
C01583,Customer 01583,Other,37,Mumbai,Maharashtra,R04,Small Business,2022-08-20,Email
C01584,Customer 01584,Male,43,Jaipur,Rajasthan,R01,Consumer,2025-09-15,Partner
C01585,Customer 01585,Female,37,Chennai,Tamil Nadu,R02,Consumer,2025-06-13,Organic
C01586,Customer 01586,Female,49,Visakhapatnam,Andhra Pradesh,R02,Corporate,2025-10-30,Social
C01587,Customer 01587,Male,38,Nagpur,Maharashtra,R04,Consumer,2025-10-02,Paid Search
C01588,Customer 01588,Male,29,Mysuru,Karnataka,R02,Consumer,2022-05-01,Paid Search
C01589,Customer 01589,Male,40,Jodhpur,Rajasthan,R01,Corporate,2023-10-16,Social
C01590,Customer 01590,Male,46,Gurugram,Haryana,R01,Consumer,2023-09-14,Paid Search
C01591,Customer 01591,Male,35,Amritsar,Punjab,R01,Enterprise,2022-01-30,Paid Search
C01592,Customer 01592,Female,18,Delhi,Delhi,R07,Small Business,2025-09-29,Organic
C01593,Customer 01593,Male,34,Visakhapatnam,Andhra Pradesh,R02,Enterprise,2022-02-09,Referral
C01594,Customer 01594,Male,36,Mumbai,Maharashtra,R04,Consumer,2024-10-13,Social
C01595,Customer 01595,Female,35,Indore,Madhya Pradesh,R05,Small Business,2023-03-18,Organic
C01596,Customer 01596,Male,30,Kolkata,West Bengal,R03,Consumer,2024-05-22,Paid Search
C01597,Customer 01597,Female,48,Ludhiana,Punjab,R01,Corporate,2023-12-20,Organic
C01598,Customer 01598,Male,18,Ludhiana,Punjab,R01,Consumer,2022-11-18,Paid Search
C01599,Customer 01599,Female,36,Indore,Madhya Pradesh,R05,Consumer,2023-09-25,Organic
C01600,Customer 01600,Female,36,Kanpur,Uttar Pradesh,R07,Consumer,2024-10-31,Social
C01601,Customer 01601,Female,56,Kochi,Kerala,R02,Small Business,2024-04-11,Social
C01602,Customer 01602,Female,35,Gurugram,Haryana,R01,Small Business,2022-11-25,Social
C01603,Customer 01603,Male,39,Kolkata,West Bengal,R03,Consumer,2023-01-12,Paid Search
C01604,Customer 01604,,36,Bhopal,Madhya Pradesh,R05,Corporate,2024-10-13,Referral
C01605,Customer 01605,Male,36,Kanpur,Uttar Pradesh,R07,Corporate,2022-11-03,Email
C01606,Customer 01606,Male,53,Jaipur,Rajasthan,R01,Consumer,2024-05-20,Paid Search
C01607,Customer 01607,Female,24,Ranchi,Jharkhand,R03,Consumer,2025-11-24,Paid Search
C01608,Customer 01608,Male,28,Kanpur,Uttar Pradesh,R07,Small Business,2024-04-20,Partner
C01609,Customer 01609,Male,43,Ahmedabad,,R04,Corporate,2023-02-14,Social
C01610,Customer 01610,Female,38,Ahmedabad,Gujarat,R04,Corporate,2024-09-04,Social
C01611,Customer 01611,Male,32,Kanpur,Uttar Pradesh,R07,Corporate,2025-10-14,Referral
C01612,Customer 01612,Female,34,Bhubaneswar,Odisha,R03,Corporate,2024-08-06,Paid Search
C01613,Customer 01613,Male,44,Bhubaneswar,Odisha,R03,Consumer,2024-04-14,Organic
C01614,Customer 01614,Female,40,Pune,Maharashtra,R04,Small Business,2024-06-15,Referral
C01615,Customer 01615,Male,28,Indore,Madhya Pradesh,R05,Consumer,2022-04-13,Referral
C01616,Customer 01616,Female,37,Amritsar,Punjab,R01,Small Business,2022-02-04,Paid Search
C01617,Customer 01617,Female,35,Delhi,Delhi,R07,Small Business,2024-05-19,Organic
C01618,Customer 01618,Female,40,Coimbatore,Tamil Nadu,R02,Corporate,2023-11-30,Partner
C01619,Customer 01619,Other,32,Dehradun,Uttarakhand,R01,Corporate,2025-12-10,Referral
C01620,Customer 01620,Female,23,Delhi,Delhi,R07,Consumer,2023-11-28,Paid Search
C01621,Customer 01621,Male,42,Amritsar,Punjab,R01,Consumer,2025-05-11,Organic
C01622,Customer 01622,Male,40,Mysuru,Karnataka,R02,Corporate,2024-08-20,Social
C01623,Customer 01623,Female,49,Indore,Madhya Pradesh,R05,Consumer,2023-03-20,Organic
C01624,Customer 01624,Female,22,Delhi,Delhi,R07,Consumer,2025-06-15,Paid Search
C01625,Customer 01625,Female,34,Pune,Maharashtra,R04,Enterprise,2022-05-20,Partner
C01626,Customer 01626,Female,33,Patna,Bihar,R03,Consumer,2024-10-13,Referral
C01627,Customer 01627,Male,31,Mumbai,Maharashtra,R04,Consumer,2023-11-04,Partner
C01628,Customer 01628,Male,20,Amritsar,Punjab,R01,Consumer,2024-11-22,Paid Search
C01629,Customer 01629,Male,24,Amritsar,Punjab,R01,Corporate,2022-05-25,Organic
C01630,Customer 01630,Female,38,Surat,Gujarat,R04,Consumer,2022-10-23,Partner
C01631,Customer 01631,Male,30,Mysuru,Karnataka,R02,Small Business,2023-03-11,Partner
C01632,Customer 01632,Male,27,Raipur,Chhattisgarh,R05,Consumer,2024-04-06,Social
C01633,Customer 01633,Female,49,Hyderabad,Telangana,R02,Consumer,2025-09-03,Organic
C01634,Customer 01634,Male,59,Kolkata,West Bengal,R03,Consumer,2025-08-18,Referral
C01635,Customer 01635,Male,34,Dehradun,Uttarakhand,R01,Consumer,2024-08-12,Organic
C01636,Customer 01636,Male,20,Surat,Gujarat,R04,Small Business,2022-06-16,Partner
C01637,Customer 01637,Female,39,Mumbai,Maharashtra,R04,Consumer,2025-02-18,Referral
C01638,Customer 01638,Male,18,Kochi,Kerala,R02,Consumer,2025-05-25,Organic
C01639,Customer 01639,Female,21,Lucknow,,R07,Consumer,2024-02-29,Organic
C01640,Customer 01640,Female,39,Patna,Bihar,R03,Consumer,2022-04-07,Organic
C01641,Customer 01641,Female,21,Patna,Bihar,R03,Consumer,2022-09-03,Email
C01642,Customer 01642,Female,32,Delhi,Delhi,R07,Consumer,2025-03-24,Organic
C01643,Customer 01643,Male,20,Surat,Gujarat,R04,Enterprise,2022-08-08,Social
C01644,Customer 01644,Male,36,Ludhiana,Punjab,R01,Consumer,2023-05-11,Paid Search
C01645,Customer 01645,Male,46,Amritsar,Punjab,R01,Consumer,2025-01-23,Social
C01646,Customer 01646,Female,29,Ahmedabad,Gujarat,R04,Corporate,2022-08-10,Referral
C01647,Customer 01647,Male,35,Jodhpur,Rajasthan,R01,Consumer,2023-09-20,Organic
C01648,Customer 01648,Female,27,Bhopal,Madhya Pradesh,R05,Corporate,2024-09-26,Organic
C01649,Customer 01649,Female,28,Kochi,Kerala,R02,Small Business,2024-01-01,Paid Search
C01650,Customer 01650,Female,27,Bhopal,Madhya Pradesh,R05,Small Business,2025-07-05,Partner
C01651,Customer 01651,Male,43,Jodhpur,Rajasthan,R01,Small Business,2022-09-19,Paid Search
C01652,Customer 01652,Female,21,Jodhpur,Rajasthan,R01,Corporate,2024-04-16,Organic
C01653,Customer 01653,Male,32,Kanpur,Uttar Pradesh,R07,Consumer,2023-06-13,
C01654,Customer 01654,Female,39,Gurugram,Haryana,R01,Small Business,2024-03-28,Organic
C01655,Customer 01655,Female,44,Visakhapatnam,Andhra Pradesh,R02,Consumer,2022-07-13,Email
C01656,Customer 01656,Male,39,Nagpur,Maharashtra,R04,Corporate,2024-09-30,Paid Search
C01657,Customer 01657,Female,34,Noida,Uttar Pradesh,R07,Small Business,2022-10-26,Partner
C01658,Customer 01658,Female,29,Indore,Madhya Pradesh,R05,Small Business,2025-03-27,Referral
C01659,Customer 01659,Female,44,Mumbai,Maharashtra,R04,Small Business,2025-07-22,Social
C01660,Customer 01660,Male,26,Delhi,Delhi,R07,Consumer,2023-05-13,Paid Search
C01661,Customer 01661,Male,26,Faridabad,Haryana,R01,Corporate,2024-11-13,Organic
C01662,Customer 01662,Male,49,Hyderabad,Telangana,R02,Consumer,2024-03-09,Organic
