order_item_id,order_id,product_id,quantity,unit_price,discount_pct,unit_cost
OI00076869,ORD0036109,P01293,1,1548.17,0.2,996.67
OI00076870,ORD0036109,P00388,1,1657.84,0.5,1727.97
OI00076871,ORD0036110,P00450,1,778.01,0.1,548.26
OI00076872,ORD0036110,P01234,1,91.93,0.3,64.57
OI00076873,ORD0036110,P01628,1,369.85,0.05,258.97
OI00076874,ORD0036111,P01994,1,810.02,0.3,557.97
OI00076875,ORD0036112,P01228,2,851.54,0.2,416.22
OI00076876,ORD0036112,P01323,2,2890.06,0.2,2183.24
OI00076877,ORD0036112,P01289,2,1271.2,0.0,1014.27
OI00076878,ORD0036112,P01923,3,355.47,0.4,206.98
OI00076879,ORD0036113,P00412,3,24871.92,0.25,15606.97
OI00076880,ORD0036113,P01620,2,1485.85,0.1,1025.51
OI00076881,ORD0036114,P00781,1,1031.86,0.15,573.35
OI00076882,ORD0036114,P01956,1,1890.48,0.15,1489.48
OI00076883,ORD0036114,P00559,1,1205.22,0.2,785.76
OI00076884,ORD0036115,P00236,1,831.85,0.05,602.21
OI00076885,ORD0036115,P01141,2,1160.77,0.0,840.61
OI00076886,ORD0036116,P00870,2,327.6,0.15,250.0
OI00076887,ORD0036116,P00210,1,3165.53,0.0,2680.41
OI00076888,ORD0036116,P01671,6,521.34,0.15,306.75
OI00076889,ORD0036117,P00006,2,326.98,0.2,238.83
OI00076890,ORD0036117,P00441,1,1742.21,0.0,1200.54
OI00076891,ORD0036118,P01200,2,851.29,0.0,570.82
OI00076892,ORD0036119,P01211,5,582.69,0.1,452.92
OI00076893,ORD0036120,P00030,2,2028.84,0.0,1254.54
OI00076894,ORD0036120,P00378,1,6766.06,0.15,5593.28
OI00076895,ORD0036120,P01866,1,3589.31,0.05,2273.45
OI00076896,ORD0036120,P00979,1,1531.66,0.0,1117.15
OI00076897,ORD0036120,P01085,1,656.98,0.2,517.38
OI00076898,ORD0036121,P01014,2,2610.51,0.15,2395.5
OI00076899,ORD0036121,P01560,1,5195.12,0.1,3394.71
OI00076900,ORD0036122,P00521,3,964.26,0.2,601.91
OI00076901,ORD0036122,P00773,2,6207.26,0.0,4050.94
OI00076902,ORD0036122,P01314,1,165.19,0.15,122.36
OI00076903,ORD0036123,P00839,6,2587.32,0.0,1938.66
OI00076904,ORD0036123,P00095,2,1593.46,0.2,1015.07
OI00076905,ORD0036123,P01144,3,1422.62,0.15,770.9
OI00076906,ORD0036123,P01386,1,14035.92,0.2,9396.87
OI00076907,ORD0036124,P00957,3,478.18,0.1,381.39
OI00076908,ORD0036125,P01047,1,3422.89,0.4,2768.87
OI00076909,ORD0036125,P01058,1,1258.88,0.3,952.6
OI00076910,ORD0036125,P00285,1,2024.68,0.2,1841.99
OI00076911,ORD0036125,P00038,3,1106.34,0.0,1040.8
OI00076912,ORD0036126,P00421,2,2125.74,0.15,1331.44
OI00076913,ORD0036127,P00361,3,3672.68,0.0,2818.97
OI00076914,ORD0036128,P00238,1,186.87,0.1,147.57
OI00076915,ORD0036128,P01691,3,1570.84,0.05,1232.69
OI00076916,ORD0036129,P01729,5,1882.34,0.1,1031.83
OI00076917,ORD0036129,P01256,1,1408.6,0.0,997.04
OI00076918,ORD0036129,P01658,1,2043.49,0.0,1748.64
OI00076919,ORD0036130,P00884,5,101.75,0.0,76.75
OI00076920,ORD0036130,P01321,1,1734.77,0.15,1426.95
OI00076921,ORD0036131,P01730,1,3887.09,0.2,2517.73
OI00076922,ORD0036132,P01319,10,1177.73,0.0,1079.04
OI00076923,ORD0036132,P00494,1,761.64,0.1,622.05
OI00076924,ORD0036133,P01757,2,3420.27,0.15,2563.34
OI00076925,ORD0036133,P00151,2,2291.19,0.15,1628.86
OI00076926,ORD0036133,P01113,1,538.66,0.0,396.03
OI00076927,ORD0036134,P01719,1,1775.26,0.0,1254.51
OI00076928,ORD0036134,P00033,1,1405.2,0.0,1230.65
OI00076929,ORD0036135,P00696,4,2025.03,0.0,1482.89
OI00076930,ORD0036136,P01693,2,6665.69,0.1,4581.34
OI00076931,ORD0036137,P00070,2,895.54,0.05,732.17
OI00076932,ORD0036137,P00309,1,4121.03,0.2,2939.61
OI00076933,ORD0036138,P00572,4,1830.01,0.05,1336.8
OI00076934,ORD0036139,P00297,4,4876.39,0.2,3545.8
OI00076935,ORD0036139,P01456,1,872.95,0.1,526.38
OI00076936,ORD0036139,P01728,2,101.82,0.5,84.05
OI00076937,ORD0036140,P00974,2,1511.61,0.2,1186.18
OI00076938,ORD0036141,P01909,2,1545.55,0.0,1048.22
OI00076939,ORD0036141,P00517,5,403.62,0.25,323.16
OI00076940,ORD0036142,P00188,2,192.07,0.05,129.12
OI00076941,ORD0036142,P01087,2,1781.37,0.05,1216.68
OI00076942,ORD0036142,P00458,1,3108.2,0.15,2417.46
OI00076943,ORD0036142,P00235,2,1574.57,0.0,851.9
OI00076944,ORD0036143,P01533,1,1108.29,0.3,973.76
OI00076945,ORD0036143,P01535,4,2475.41,0.05,1683.34
OI00076946,ORD0036144,P01237,1,226.91,0.25,167.68
OI00076947,ORD0036144,P00044,3,12314.36,0.1,8596.6
OI00076948,ORD0036144,P01236,1,3312.81,0.15,2256.03
OI00076949,ORD0036145,P00648,2,6394.8,0.0,1300.0
OI00076950,ORD0036146,P00370,1,987.49,0.05,534.04
OI00076951,ORD0036146,P00578,1,628.58,0.15,496.86
OI00076952,ORD0036147,P00102,2,3689.24,0.2,2653.7
OI00076953,ORD0036147,P00409,2,2164.34,0.2,1630.86
OI00076954,ORD0036147,P00393,1,798.47,0.15,441.31
OI00076955,ORD0036148,P01567,1,1575.46,0.25,954.28
OI00076956,ORD0036148,P00427,4,2022.64,0.0,1906.63
OI00076957,ORD0036148,P01992,1,1895.83,0.1,994.65
OI00076958,ORD0036148,P01727,1,1225.78,0.0,754.24
OI00076959,ORD0036149,P01981,2,3039.75,0.0,2555.55
OI00076960,ORD0036149,P00804,1,701.29,0.05,527.65
OI00076961,ORD0036150,P01870,2,1457.24,0.0,1192.49
OI00076962,ORD0036151,P00516,1,587.67,0.0,424.63
OI00076963,ORD0036152,P00788,1,1675.59,0.0,1444.05
OI00076964,ORD0036152,P01975,1,1125.46,0.0,825.51
OI00076965,ORD0036152,P00655,1,1688.69,0.25,1128.37
OI00076966,ORD0036153,P01200,1,776.05,0.05,570.82
OI00076967,ORD0036153,P00210,4,3185.63,0.25,2680.41
OI00076968,ORD0036154,P01186,1,1253.84,0.05,940.51
OI00076969,ORD0036155,P00364,1,407.87,0.1,379.12
OI00076970,ORD0036155,P01969,6,778.66,0.0,560.07
OI00076971,ORD0036156,P01610,2,5089.18,0.0,3730.23
OI00076972,ORD0036157,P00150,2,2466.22,0.2,2045.6
OI00076973,ORD0036158,P01090,1,2555.47,0.0,2185.81
OI00076974,ORD0036158,P00456,2,643.44,0.0,480.21
OI00076975,ORD0036158,P01102,4,1707.94,0.05,1213.4
OI00076976,ORD0036158,P00690,1,1609.56,0.0,1242.83
OI00076977,ORD0036159,P00185,2,576.65,0.05,426.19
OI00076978,ORD0036159,P00795,1,194.05,0.1,168.95
OI00076979,ORD0036160,P00360,2,1646.47,0.1,1042.75
OI00076980,ORD0036161,P00122,1,1538.49,0.05,1387.72
OI00076981,ORD0036161,P01274,4,1094.71,0.0,771.32
OI00076982,ORD0036161,P01695,1,2288.62,0.1,1457.07
OI00076983,ORD0036161,P01266,6,454.54,0.05,359.11
OI00076984,ORD0036162,P01592,4,598.62,0.1,505.82
OI00076985,ORD0036162,P01574,3,660.64,0.2,523.03
OI00076986,ORD0036162,P01433,6,1425.74,0.0,1235.4
OI00076987,ORD0036162,P00137,1,469.02,0.1,298.94
OI00076988,ORD0036162,P01733,5,836.87,0.25,608.54
OI00076989,ORD0036162,P01952,1,4737.17,0.0,2804.24
OI00076990,ORD0036163,P00643,1,3223.33,0.0,2367.44
OI00076991,ORD0036163,P00764,5,764.84,0.1,521.19
OI00076992,ORD0036163,P00116,2,267.71,0.15,171.59
OI00076993,ORD0036163,P01211,1,597.51,0.15,452.92
OI00076994,ORD0036164,P00990,1,4492.93,0.0,3580.08
OI00076995,ORD0036164,P01992,2,1823.28,0.1,994.65
OI00076996,ORD0036164,P00132,3,970.85,0.05,659.88
OI00076997,ORD0036165,P00652,1,353.39,0.15,254.89
OI00076998,ORD0036165,P00302,2,836.8,0.15,674.2
OI00076999,ORD0036165,P00531,3,292.2,0.15,193.28
OI00077000,ORD0036165,P01623,2,597.75,0.05,445.32
OI00077001,ORD0036165,P01588,5,1690.27,0.15,988.58
OI00077002,ORD0036166,P00253,1,297.63,0.3,222.22
OI00077003,ORD0036167,P01880,1,486.38,0.25,50.0
OI00077004,ORD0036167,P00537,5,1325.94,0.0,964.98
OI00077005,ORD0036167,P01918,1,2037.38,0.0,1457.02
OI00077006,ORD0036167,P01112,2,2941.97,0.0,2091.73
OI00077007,ORD0036168,P00229,1,4714.18,0.0,3998.44
OI00077008,ORD0036169,P01750,3,883.9,0.15,663.91
OI00077009,ORD0036170,P01210,1,993.08,0.0,829.78
OI00077010,ORD0036171,P01798,6,1574.65,0.05,1160.83
OI00077011,ORD0036172,P01131,3,213.69,0.2,142.73
OI00077012,ORD0036172,P01967,5,347.48,0.05,243.95
OI00077013,ORD0036172,P00566,3,3041.66,0.05,2418.78
OI00077014,ORD0036173,P00119,1,681.67,0.0,454.54
OI00077015,ORD0036173,P01777,3,444.32,0.05,357.45
OI00077016,ORD0036173,P01751,1,1149.42,0.15,878.43
OI00077017,ORD0036173,P00042,6,1180.69,0.05,518.78
OI00077018,ORD0036174,P00777,2,638.3,0.25,474.53
OI00077019,ORD0036175,P01209,3,2835.2,0.0,1903.95
OI00077020,ORD0036175,P00176,1,836.88,0.3,695.93
OI00077021,ORD0036175,P00398,3,1193.72,0.4,624.47
OI00077022,ORD0036176,P00298,4,940.72,0.15,828.54
OI00077023,ORD0036176,P01125,2,3998.27,0.15,3030.86
OI00077024,ORD0036176,P01573,4,2317.58,0.05,1487.46
OI00077025,ORD0036177,P00978,1,866.06,0.0,604.31
OI00077026,ORD0036178,P01086,2,609.03,0.2,442.92
OI00077027,ORD0036178,P01740,2,510.72,0.05,305.15
OI00077028,ORD0036178,P01024,1,506.62,0.1,312.93
OI00077029,ORD0036179,P01946,3,266.87,0.0,251.95
OI00077030,ORD0036180,P00660,1,1422.8,0.05,1192.69
OI00077031,ORD0036181,P00270,5,1759.14,0.15,1220.84
OI00077032,ORD0036181,P01727,1,1219.9,0.15,754.24
OI00077033,ORD0036182,P01719,1,1864.29,0.2,1254.51
OI00077034,ORD0036182,P00172,3,753.42,0.0,630.48
OI00077035,ORD0036182,P00426,3,3223.68,0.05,3027.59
OI00077036,ORD0036182,P00408,1,1228.14,0.1,609.28
OI00077037,ORD0036183,P00680,2,5458.95,0.2,3778.62
OI00077038,ORD0036184,P00800,1,832.5,0.0,647.29
OI00077039,ORD0036185,P00084,8,446.21,0.05,272.11
OI00077040,ORD0036185,P01478,3,3720.06,0.05,2816.52
OI00077041,ORD0036186,P01394,2,542.75,0.15,421.87
OI00077042,ORD0036186,P01497,3,1542.38,0.15,683.92
OI00077043,ORD0036186,P00179,2,538.83,0.1,345.33
OI00077044,ORD0036187,P00418,2,698.03,0.4,365.07
OI00077045,ORD0036187,P00506,3,572.23,0.15,430.76
OI00077046,ORD0036187,P00049,2,550.61,0.05,460.9
OI00077047,ORD0036187,P00987,1,498.77,0.05,377.32
OI00077048,ORD0036188,P00624,4,1591.07,0.05,1219.92
OI00077049,ORD0036188,P01130,2,557.0,0.2,450.64
OI00077050,ORD0036189,P00576,1,1482.94,0.15,841.66
OI00077051,ORD0036189,P01010,5,1154.92,0.0,879.7
OI00077052,ORD0036189,P01370,1,709.18,0.4,566.0
OI00077053,ORD0036190,P00050,1,3261.54,0.2,2091.26
OI00077054,ORD0036190,P00584,4,489.09,0.15,375.33
OI00077055,ORD0036191,P00142,1,1260.65,0.3,951.31
OI00077056,ORD0036192,P00864,1,100.77,0.25,52.29
OI00077057,ORD0036192,P00915,3,4554.23,0.3,2584.96
OI00077058,ORD0036193,P01584,2,115.98,0.0,85.49
OI00077059,ORD0036194,P01892,1,1855.85,0.1,1477.72
OI00077060,ORD0036194,P01015,1,1448.17,0.0,1085.25
OI00077061,ORD0036194,P00438,3,1634.31,0.1,1049.58
OI00077062,ORD0036195,P00969,2,3037.05,0.0,2504.0
OI00077063,ORD0036196,P01073,6,2153.35,0.1,1227.64
OI00077064,ORD0036197,P00092,1,351.63,0.05,297.53
OI00077065,ORD0036197,P00940,1,2269.47,0.0,2164.33
OI00077066,ORD0036197,P01215,3,862.36,0.15,773.26
OI00077067,ORD0036197,P01103,1,2613.39,0.0,2293.9
OI00077068,ORD0036197,P00460,1,1059.25,0.0,833.05
OI00077069,ORD0036198,P00616,3,1293.5,0.05,865.47
OI00077070,ORD0036198,P00559,5,1258.76,0.0,785.76
OI00077071,ORD0036198,P01418,1,5873.62,0.1,3613.3
OI00077072,ORD0036198,P00195,1,564.79,0.1,433.18
OI00077073,ORD0036199,P01080,2,1607.99,0.0,1036.99
OI00077074,ORD0036199,P01315,2,4612.68,0.2,3124.03
OI00077075,ORD0036200,P01524,2,1629.19,0.1,978.5
OI00077076,ORD0036200,P01031,2,2348.13,0.0,1809.98
OI00077077,ORD0036200,P01925,3,1482.54,0.25,1030.99
OI00077078,ORD0036201,P01437,3,1097.81,0.0,746.74
OI00077079,ORD0036201,P01101,5,509.07,0.15,405.37
OI00077080,ORD0036201,P01213,3,1491.57,0.0,953.13
OI00077081,ORD0036201,P00368,1,772.51,0.1,604.65
OI00077082,ORD0036201,P01795,2,2058.78,0.2,2096.63
OI00077083,ORD0036201,P01886,2,3750.56,0.2,2848.52
OI00077084,ORD0036202,P00949,3,278.72,0.15,230.15
OI00077085,ORD0036203,P01449,5,173.4,0.0,123.84
OI00077086,ORD0036203,P01271,1,195.06,0.3,140.61
OI00077087,ORD0036204,P01013,3,787.27,0.05,504.87
OI00077088,ORD0036205,P01770,6,1772.6,0.0,1394.87
OI00077089,ORD0036205,P01204,2,937.21,0.2,598.62
OI00077090,ORD0036205,P01388,1,5304.23,0.25,3639.05
OI00077091,ORD0036206,P01627,1,1692.3,0.0,1179.74
OI00077092,ORD0036207,P00928,2,594.41,0.2,419.58
OI00077093,ORD0036207,P00781,1,947.2,0.3,573.35
OI00077094,ORD0036207,P01912,1,1781.98,0.0,997.6
OI00077095,ORD0036208,P00111,1,916.29,0.05,542.82
OI00077096,ORD0036209,P01742,1,1272.39,0.1,1151.86
OI00077097,ORD0036209,P01399,5,1313.49,0.3,957.76
OI00077098,ORD0036210,P01136,2,188.76,0.5,103.91
OI00077099,ORD0036210,P01459,2,707.5,0.2,535.91
OI00077100,ORD0036210,P01987,2,1280.87,0.0,695.59
OI00077101,ORD0036211,P01979,1,1794.78,0.15,1372.72
OI00077102,ORD0036212,P01100,1,1854.93,0.0,1629.37
OI00077103,ORD0036212,P01420,2,523.11,0.0,412.1
OI00077104,ORD0036212,P00446,1,273.03,0.1,218.6
OI00077105,ORD0036212,P01142,1,3194.87,0.2,2096.37
OI00077106,ORD0036213,P01114,4,3286.17,0.0,2179.61
OI00077107,ORD0036214,P00659,1,96.19,0.15,61.3
OI00077108,ORD0036214,P01925,5,1460.24,0.2,1030.99
OI00077109,ORD0036215,P01962,1,9199.81,0.15,6642.83
OI00077110,ORD0036215,P00043,10,589.56,0.25,555.27
OI00077111,ORD0036215,P00403,1,1572.73,0.0,1119.75
OI00077112,ORD0036216,P00532,2,448.06,0.0,269.53
OI00077113,ORD0036217,P01434,1,1518.45,0.15,972.63
OI00077114,ORD0036217,P01432,5,3708.98,0.25,3099.93
OI00077115,ORD0036218,P01025,1,6789.99,0.15,4869.95
OI00077116,ORD0036218,P01986,2,4105.68,0.2,3105.39
OI00077117,ORD0036219,P00616,1,1284.1,0.2,865.47
OI00077118,ORD0036219,P01650,1,2032.34,0.25,1134.36
OI00077119,ORD0036220,P01814,2,2814.55,0.05,1898.82
OI00077120,ORD0036220,P00330,2,1488.9,0.0,1296.33
OI00077121,ORD0036221,P01709,1,1132.91,0.1,643.91
OI00077122,ORD0036221,P00060,2,446.67,0.1,311.85
OI00077123,ORD0036222,P01959,3,902.06,0.0,672.04
OI00077124,ORD0036223,P00014,5,835.77,0.2,489.22
OI00077125,ORD0036224,P01937,1,5336.55,0.0,3229.35
OI00077126,ORD0036224,P00705,1,808.97,0.15,578.83
OI00077127,ORD0036224,P01812,1,1970.1,0.1,1673.74
OI00077128,ORD0036224,P00715,1,1256.64,0.1,754.98
OI00077129,ORD0036224,P00959,1,513.02,0.0,384.95
OI00077130,ORD0036225,P01368,1,183.87,0.2,149.48
OI00077131,ORD0036226,P00792,2,1210.6,0.0,768.15
OI00077132,ORD0036227,P00673,2,825.96,0.25,779.7
OI00077133,ORD0036228,P01459,1,703.72,0.05,535.91
OI00077134,ORD0036228,P01882,1,4812.01,0.05,3632.11
OI00077135,ORD0036228,P00468,3,128.85,0.25,94.9
OI00077136,ORD0036229,P00776,2,678.13,0.0,496.3
OI00077137,ORD0036229,P01287,6,4666.42,0.0,3941.85
OI00077138,ORD0036230,P00369,2,2675.89,0.05,1692.76
OI00077139,ORD0036231,P00936,6,368.08,0.15,282.69
OI00077140,ORD0036231,P01537,2,3833.39,0.15,2841.22
OI00077141,ORD0036231,P00921,2,4104.93,0.05,3335.79
OI00077142,ORD0036231,P00002,1,263.97,0.0,159.4
OI00077143,ORD0036232,P00761,2,7774.13,0.5,5673.34
OI00077144,ORD0036232,P01195,1,3441.61,0.1,2290.33
OI00077145,ORD0036232,P01532,1,1896.7,0.15,1192.5
OI00077146,ORD0036232,P01715,2,2236.38,0.0,1737.91
OI00077147,ORD0036232,P00164,4,968.37,0.0,885.07
OI00077148,ORD0036233,P00825,1,11150.78,0.0,8617.54
OI00077149,ORD0036233,P00721,1,586.49,0.05,467.67
OI00077150,ORD0036233,P01933,2,647.76,0.0,488.57
OI00077151,ORD0036233,P00455,8,810.63,0.15,626.71
OI00077152,ORD0036234,P01264,1,1084.63,0.0,807.82
OI00077153,ORD0036234,P00282,2,9783.32,0.1,7540.77
OI00077154,ORD0036235,P01160,5,3131.41,0.0,2768.07
OI00077155,ORD0036236,P00474,1,1655.02,0.0,1344.16
OI00077156,ORD0036237,P00846,2,298.19,0.25,192.5
OI00077157,ORD0036238,P01713,1,14743.76,0.0,9919.56
OI00077158,ORD0036238,P00369,2,2584.75,0.2,1692.76
OI00077159,ORD0036239,P00697,1,1034.31,0.05,703.37
OI00077160,ORD0036240,P00180,4,214.61,0.0,142.11
OI00077161,ORD0036240,P00303,1,1206.15,0.0,984.13
OI00077162,ORD0036241,P01763,2,635.22,0.25,488.33
OI00077163,ORD0036241,P01626,1,1370.17,0.0,814.62
OI00077164,ORD0036242,P00192,1,978.24,0.0,707.49
OI00077165,ORD0036242,P00317,2,590.68,0.1,438.23
OI00077166,ORD0036242,P01173,2,441.22,0.2,272.38
OI00077167,ORD0036243,P01890,3,1483.19,0.0,1208.08
OI00077168,ORD0036244,P00028,2,1488.05,0.05,1250.94
OI00077169,ORD0036244,P00103,2,1608.16,0.1,1540.27
OI00077170,ORD0036244,P01793,1,962.15,0.05,709.39
OI00077171,ORD0036244,P00163,2,920.16,0.2,807.71
OI00077172,ORD0036245,P00824,1,940.26,0.2,663.33
OI00077173,ORD0036245,P00439,4,474.75,0.0,340.98
OI00077174,ORD0036246,P01299,1,261.14,0.05,165.88
OI00077175,ORD0036246,P01415,3,598.3,0.05,363.82
OI00077176,ORD0036247,P00535,3,1185.26,0.05,700.77
OI00077177,ORD0036247,P00116,1,260.31,0.1,171.59
OI00077178,ORD0036247,P00104,10,1566.76,0.0,1022.82
OI00077179,ORD0036247,P01156,2,923.27,0.0,728.68
OI00077180,ORD0036247,P00238,2,195.91,0.0,147.57
OI00077181,ORD0036248,P01976,1,1035.46,0.0,653.19
OI00077182,ORD0036249,P01850,1,1015.06,0.0,703.45
OI00077183,ORD0036249,P01599,2,710.93,0.0,656.21
OI00077184,ORD0036249,P00086,1,595.76,0.25,458.12
OI00077185,ORD0036249,P01798,1,1505.31,0.25,1160.83
OI00077186,ORD0036250,P01350,8,342.67,0.1,278.09
OI00077187,ORD0036250,P01021,1,5077.46,0.0,4314.53
OI00077188,ORD0036250,P01785,1,948.48,0.05,773.74
OI00077189,ORD0036251,P00649,6,1834.2,0.0,1147.22
OI00077190,ORD0036251,P00627,1,1113.84,0.2,1041.94
OI00077191,ORD0036251,P01360,6,166.3,0.4,108.19
OI00077192,ORD0036251,P01693,1,6661.93,0.05,4581.34
OI00077193,ORD0036251,P00680,1,5517.0,0.05,3778.62
OI00077194,ORD0036251,P00348,3,3340.87,0.05,2040.0
OI00077195,ORD0036252,P01777,1,402.09,0.3,357.45
OI00077196,ORD0036253,P00032,2,5599.33,0.0,3527.69
OI00077197,ORD0036254,P00747,4,1427.23,0.1,954.47
OI00077198,ORD0036255,P01490,4,3904.62,0.05,2485.65
OI00077199,ORD0036255,P01077,1,281.25,0.15,238.77
OI00077200,ORD0036255,P01036,2,543.35,0.0,390.69
OI00077201,ORD0036256,P01098,1,242.8,0.0,161.23
OI00077202,ORD0036257,P01280,1,1211.86,0.3,789.54
OI00077203,ORD0036258,P01592,1,553.73,0.25,505.82
OI00077204,ORD0036258,P00627,2,1242.87,0.0,1041.94
OI00077205,ORD0036258,P00030,1,2002.42,0.1,1254.54
OI00077206,ORD0036258,P01200,2,834.56,0.0,570.82
OI00077207,ORD0036258,P01757,4,3439.66,0.0,2563.34
OI00077208,ORD0036258,P00126,2,2205.51,0.15,1503.33
OI00077209,ORD0036259,P01850,1,964.93,0.0,703.45
OI00077210,ORD0036259,P01199,5,3007.63,0.0,2010.95
OI00077211,ORD0036260,P01498,1,3651.34,0.1,2886.63
OI00077212,ORD0036261,P01122,1,165.8,0.3,123.61
OI00077213,ORD0036261,P01963,1,1333.15,0.4,893.62
OI00077214,ORD0036261,P01003,1,549.71,0.2,368.57
OI00077215,ORD0036262,P01316,1,1774.7,0.0,1328.99
OI00077216,ORD0036263,P00176,2,800.0,0.05,695.93
OI00077217,ORD0036263,P00812,1,1369.9,0.3,1029.15
OI00077218,ORD0036264,P00030,1,1901.15,0.1,1254.54
OI00077219,ORD0036265,P01712,1,1901.06,0.1,1140.99
OI00077220,ORD0036265,P00608,5,3022.8,0.05,2729.32
OI00077221,ORD0036266,P01734,3,189.33,0.15,120.15
OI00077222,ORD0036267,P01054,1,2078.37,0.1,1252.26
OI00077223,ORD0036267,P00723,1,223.54,0.1,143.72
OI00077224,ORD0036267,P01546,6,427.13,0.05,379.3
OI00077225,ORD0036268,P01343,4,1102.63,0.25,900.49
OI00077226,ORD0036269,P00248,1,694.73,0.0,356.97
OI00077227,ORD0036270,P01474,4,613.18,0.0,498.37
OI00077228,ORD0036270,P01544,1,511.4,0.2,422.45
OI00077229,ORD0036270,P00658,10,1285.36,0.0,906.0
OI00077230,ORD0036270,P00790,2,1090.33,0.0,848.38
OI00077231,ORD0036270,P01305,6,684.38,0.15,493.39
OI00077232,ORD0036270,P00429,3,1486.26,0.2,966.41
OI00077233,ORD0036271,P01240,4,555.07,0.0,377.66
OI00077234,ORD0036271,P00854,1,20594.48,0.1,16068.25
OI00077235,ORD0036271,P01350,2,318.43,0.0,278.09
OI00077236,ORD0036272,P01154,1,2680.75,0.0,2137.28
OI00077237,ORD0036272,P01932,4,284.87,0.25,216.85
OI00077238,ORD0036273,P01432,2,3898.5,0.0,3099.93
OI00077239,ORD0036273,P01977,1,2549.3,0.3,2218.66
OI00077240,ORD0036273,P00928,1,565.91,0.1,419.58
OI00077241,ORD0036273,P00512,1,4546.56,0.1,3451.37
OI00077242,ORD0036273,P01436,3,163.78,0.05,115.58
OI00077243,ORD0036274,P01665,1,252.12,0.15,197.4
OI00077244,ORD0036275,P01376,3,2954.1,0.2,2159.76
OI00077245,ORD0036275,P00730,1,423.82,0.0,300.02
OI00077246,ORD0036276,P01787,5,2377.21,0.05,1503.31
OI00077247,ORD0036276,P01802,1,571.64,0.15,443.75
OI00077248,ORD0036276,P00930,2,431.82,0.0,339.06
OI00077249,ORD0036276,P01622,5,1142.45,0.15,645.13
OI00077250,ORD0036277,P01265,1,767.42,0.05,595.41
OI00077251,ORD0036277,P00601,1,495.93,0.0,381.19
OI00077252,ORD0036278,P00787,2,1120.97,0.1,829.11
OI00077253,ORD0036279,P01708,3,870.4,0.15,647.74
OI00077254,ORD0036279,P01253,1,1103.93,0.15,840.83
OI00077255,ORD0036279,P00607,8,1320.13,0.0,1213.15
OI00077256,ORD0036280,P01214,1,286.32,0.1,206.39
OI00077257,ORD0036281,P00473,1,8868.98,0.0,6452.49
OI00077258,ORD0036282,P00324,2,2489.8,0.1,1562.36
OI00077259,ORD0036282,P00626,5,268.59,0.1,153.56
OI00077260,ORD0036282,P00884,3,98.98,0.2,76.75
OI00077261,ORD0036283,P00228,2,653.25,0.25,477.74
OI00077262,ORD0036284,P01755,2,939.59,0.0,729.76
OI00077263,ORD0036285,P00150,2,2504.33,0.25,2045.6
OI00077264,ORD0036286,P00480,4,2231.12,0.1,1946.58
OI00077265,ORD0036287,P00924,8,166.72,0.0,121.45
OI00077266,ORD0036287,P01184,3,1931.64,0.0,1742.08
OI00077267,ORD0036288,P01820,4,614.61,0.0,404.92
OI00077268,ORD0036288,P00921,3,4290.45,0.05,3335.79
OI00077269,ORD0036288,P01709,2,1070.74,0.0,643.91
OI00077270,ORD0036289,P01606,1,626.64,0.0,461.04
OI00077271,ORD0036289,P01043,2,3725.08,0.05,2076.54
OI00077272,ORD0036290,P01628,3,378.05,0.0,258.97
OI00077273,ORD0036290,P00862,1,5929.06,0.15,5174.53
OI00077274,ORD0036290,P00893,2,1203.89,0.0,957.14
OI00077275,ORD0036291,P01169,1,1776.58,0.1,1220.0
OI00077276,ORD0036292,P00576,4,1462.13,0.25,841.66
OI00077277,ORD0036293,P00929,1,153.25,0.1,111.26
OI00077278,ORD0036293,P00612,2,222.83,0.25,149.32
OI00077279,ORD0036293,P01327,3,632.81,0.0,443.94
OI00077280,ORD0036293,P01357,2,438.24,0.2,302.36
OI00077281,ORD0036293,P01677,2,661.06,0.0,427.23
OI00077282,ORD0036294,P01079,2,1811.45,0.15,1490.93
OI00077283,ORD0036294,P01931,2,1158.84,0.0,814.4
OI00077284,ORD0036295,P01903,3,7536.84,0.25,5435.75
OI00077285,ORD0036296,P01631,1,2143.09,0.2,1815.77
OI00077286,ORD0036296,P01791,2,612.28,0.4,507.25
OI00077287,ORD0036296,P00332,2,2262.65,0.2,1783.48
OI00077288,ORD0036296,P00938,2,2961.79,0.0,1906.34
OI00077289,ORD0036296,P00399,1,1615.92,0.0,1409.76
OI00077290,ORD0036296,P00073,3,1626.96,0.0,1340.27
OI00077291,ORD0036297,P00291,1,150.65,0.0,125.48
OI00077292,ORD0036298,P00651,5,2661.29,0.05,2053.08
OI00077293,ORD0036298,P01170,1,1292.68,0.05,982.45
OI00077294,ORD0036299,P01115,3,763.83,0.1,635.1
OI00077295,ORD0036300,P01163,2,762.88,0.1,526.41
OI00077296,ORD0036300,P01285,1,1752.63,0.05,1046.44
OI00077297,ORD0036301,P01901,3,714.09,0.15,491.38
OI00077298,ORD0036302,P01666,1,2232.7,0.0,1529.18
OI00077299,ORD0036302,P00574,2,1191.61,0.15,916.19
OI00077300,ORD0036303,P01109,3,475.23,0.0,274.57
OI00077301,ORD0036303,P00239,10,1359.16,0.15,1030.5
OI00077302,ORD0036303,P01067,4,773.94,0.0,449.69
OI00077303,ORD0036304,P00172,2,718.09,0.0,630.48
OI00077304,ORD0036304,P01739,1,263.76,0.0,250.66
