product_id,product_name,category,subcategory,brand,unit_cost,standard_price,supplier_id,launch_date
P00494,Furniture Product 0494,Furniture,Desks,Urbanix,622.05,753.32,S0020,2023-01-18
P00495,Home Appliances Product 0495,Home Appliances,Cleaning,Urbanix,439.86,604.54,S0195,2025-05-30
P00496,Office Supplies Product 0496,Office Supplies,Writing,TechOne,4894.09,5637.33,S0171,2024-08-24
P00497,Office Supplies Product 0497,Office Supplies,Paper,Apex,826.8,1105.17,S0182,2025-01-13
P00498,Clothing Product 0498,Clothing,Women,ValueMax,2761.81,4273.21,S0237,2024-09-12
P00499,Furniture Product 0499,Furniture,Chairs,Urbanix,544.56,704.03,S0021,2021-12-31
P00500,Office Supplies Product 0500,Office Supplies,Paper,Prime,1157.12,1532.8,S0222,2023-08-14
P00501,Clothing Product 0501,Clothing,Kids,Nova,956.98,1135.24,S0084,2023-08-17
P00502,Accessories Product 0502,Accessories,Personal Accessories,ValueMax,174.66,219.74,S0047,2024-03-16
P00503,Accessories Product 0503,Accessories,Travel,Apex,2774.33,5006.11,S0135,2024-12-23
P00504,Office Supplies Product 0504,Office Supplies,Printing,Apex,757.61,1048.3,S0009,2021-07-25
P00505,Office Supplies Product 0505,Office Supplies,Stationery,Prime,2101.58,2531.32,S0190,2024-05-16
P00506,Home Appliances Product 0506,Home Appliances,Cleaning,Urbanix,430.76,565.69,S0170,2025-03-01
P00507,Furniture Product 0507,Furniture,Desks,ValueMax,905.43,1017.63,S0154,2021-07-30
P00508,Home Appliances Product 0508,Home Appliances,Cooling,Prime,419.31,504.33,S0010,2023-01-28
P00509,Office Supplies Product 0509,Office Supplies,Paper,HomePro,2453.19,4130.18,S0229,2025-06-23
P00510,Electronics Product 0510,Electronics,Accessories,Nova,1219.39,1638.42,S0011,2021-02-14
P00511,Electronics Product 0511,Electronics,Mobiles,Urbanix,936.98,1732.17,S0079,2021-10-21
P00512,Home Appliances Product 0512,Home Appliances,Cooling,TechOne,3451.37,4666.95,S0119,2025-01-07
P00513,Electronics Product 0513,Electronics,Laptops,Nova,2797.9,3813.94,S0211,2021-11-10
P00514,Furniture Product 0514,Furniture,Home Office,Nova,1717.84,2579.68,S0123,2024-07-05
P00515,Furniture Product 0515,Furniture,Home Office,TechOne,277.98,289.56,S0245,2025-07-03
P00516,Electronics Product 0516,Electronics,Accessories,Urbanix,424.63,598.48,S0281,2023-06-29
P00517,Furniture Product 0517,Furniture,Desks,Urbanix,323.16,439.74,S0230,2023-06-04
P00518,Home Appliances Product 0518,Home Appliances,Kitchen,Apex,1444.16,2483.96,S0012,2023-02-22
P00519,Electronics Product 0519,Electronics,Audio,Vertex,901.7,1423.29,S0232,2022-11-12
P00520,Home Appliances Product 0520,Home Appliances,Cleaning,Nova,251.95,298.74,S0062,2022-11-25
P00521,Home Appliances Product 0521,Home Appliances,Small Appliances,Nova,601.91,993.6,S0267,2023-10-08
P00522,Furniture Product 0522,Furniture,Storage,Nova,203.68,269.34,S0294,2025-06-23
P00523,Electronics Product 0523,electronics,Audio,Vertex,933.57,1137.88,S0026,2025-11-27
P00524,Clothing Product 0524,Clothing,Footwear,HomePro,162.82,229.23,S0030,2025-04-30
P00525,Electronics Product 0525,Electronics,Accessories,Urbanix,1527.81,2036.33,S0210,2021-08-07
P00526,Furniture Product 0526,Furniture,Desks,Nova,1008.94,1751.17,S0043,2022-07-14
P00527,Accessories Product 0527,Accessories,Bags,Nova,5628.12,8087.1,S0291,2024-10-13
P00528,Accessories Product 0528,Accessories,Bags,Prime,1987.56,2801.61,S0163,2023-09-23
P00529,Home Appliances Product 0529,Home Appliances,Cleaning,TechOne,503.09,786.16,S0173,2022-09-03
P00530,Furniture Product 0530,Furniture,Storage,Urbanix,1687.94,2719.35,S0259,2022-07-22
P00531,Clothing Product 0531,Clothing,Men,Nova,193.28,296.61,S0066,2021-08-02
P00532,Clothing Product 0532,Clothing,Men,Vertex,269.53,458.34,S0167,2022-08-30
P00533,Office Supplies Product 0533,Office Supplies,Writing,Prime,1120.41,1674.42,S0300,2023-02-10
P00534,Clothing Product 0534,Clothing,Footwear,Vertex,98.88,138.63,S0007,2023-01-30
P00535,Electronics Product 0535,Electronics,Laptops,ValueMax,700.77,1156.23,S0053,2023-09-29
P00536,Electronics Product 0536,Electronics,Audio,TechOne,319.73,432.6,S0044,2022-05-14
P00537,Office Supplies Product 0537,Office Supplies,Stationery,Urbanix,964.98,1327.94,S0101,2022-01-11
P00538,Electronics Product 0538,Electronics,Audio,ValueMax,227.85,408.44,S0039,2025-06-08
P00539,Electronics Product 0539,Electronics,Accessories,Urbanix,1041.43,1834.13,S0052,2023-01-10
P00540,Home Appliances Product 0540,Home Appliances,Small Appliances,Vertex,894.1,1223.42,S0256,2022-04-10
P00541,Accessories Product 0541,Accessories,Personal Accessories,ValueMax,3774.44,4868.02,S0140,2024-03-06
P00542,Office Supplies Product 0542,Office Supplies,Writing,ValueMax,705.15,1208.11,S0108,2023-09-17
P00543,Home Appliances Product 0543,Home Appliances,Small Appliances,Urbanix,361.62,556.37,S0126,2023-11-19
P00544,Accessories Product 0544,Accessories,Personal Accessories,Apex,654.78,937.48,S0292,2022-02-09
P00545,Electronics Product 0545,Electronics,Mobiles,Vertex,238.48,312.89,S0148,2024-08-12
P00546,Office Supplies Product 0546,Office Supplies,Printing,HomePro,1255.14,1801.21,S0141,2021-12-17
P00547,Office Supplies Product 0547,Office Supplies,Writing,HomePro,1584.75,2164.46,S0279,2025-03-07
P00548,Electronics Product 0548,Electronics,Accessories,HomePro,11289.88,14175.54,S0012,2023-02-13
P00549,Home Appliances Product 0549,Home Appliances,Cooling,Apex,462.06,644.35,S0144,2023-01-17
P00550,Office Supplies Product 0550,Office Supplies,Printing,HomePro,645.83,918.08,S0225,2022-12-10
P00551,Office Supplies Product 0551,Office Supplies,Stationery,Apex,517.88,674.73,S0155,2023-02-11
P00552,Electronics Product 0552,Electronics,Laptops,TechOne,948.9,1483.55,S0261,2024-04-29
P00553,Electronics Product 0553,Electronics,Laptops,Vertex,1056.59,1757.71,S0267,2023-06-26
P00554,Accessories Product 0554,Accessories,Personal Accessories,Prime,720.13,1137.63,S0101,2021-08-20
P00555,Electronics Product 0555,Electronics,Audio,Prime,2694.14,3556.04,S0246,2023-10-31
P00556,Furniture Product 0556,Furniture,Chairs,Apex,423.73,647.49,S0074,2022-05-03
P00557,Furniture Product 0557,Furniture,Chairs,Vertex,2323.44,3217.15,S0072,2021-07-17
P00558,Office Supplies Product 0558,Office Supplies,Printing,Urbanix,1755.05,2056.12,S0294,2025-03-13
P00559,Clothing Product 0559,Clothing,Footwear,ValueMax,785.76,1185.65,S0004,2022-07-25
P00560,Office Supplies Product 0560,Office Supplies,Writing,Nova,626.54,875.8,S0106,2023-12-22
P00561,Electronics Product 0561,Electronics,Mobiles,HomePro,6393.86,13585.31,S0189,2021-11-10
P00562,Furniture Product 0562,Furniture,Desks,HomePro,309.72,530.1,S0125,2022-09-12
P00563,Home Appliances Product 0563,Home Appliances,Kitchen,Prime,1065.08,1616.49,S0254,2022-12-06
P00564,Clothing Product 0564,Clothing,Men,Nova,399.58,566.72,S0076,2021-09-02
P00565,Clothing Product 0565,Clothing,Footwear,Nova,5106.68,7155.94,S0166,2025-11-12
P00566,Clothing Product 0566,Clothing,Women,Urbanix,2418.78,2912.9,S0038,2022-07-23
P00567,Home Appliances Product 0567,Home Appliances,Cooling,Nova,550.42,608.94,S0064,2023-11-30
P00568,Electronics Product 0568,Electronics,Audio,Nova,1637.4,2003.54,S0053,2023-10-30
P00569,Furniture Product 0569,Furniture,Desks,Vertex,1140.9,1552.73,S0223,2023-02-23
P00570,Office Supplies Product 0570,Office Supplies,Stationery,Vertex,673.29,715.84,S0061,2023-12-05
P00571,Furniture Product 0571,Furniture,Storage,TechOne,2009.11,2561.23,S0201,2023-10-30
P00572,Home Appliances Product 0572,Home Appliances,Kitchen,HomePro,1336.8,1771.15,S0104,2021-05-27
P00573,Office Supplies Product 0573,Office Supplies,Paper,Nova,1118.95,1488.87,S0170,2024-05-06
P00574,Home Appliances Product 0574,Home Appliances,Small Appliances,HomePro,916.19,1150.74,S0263,2021-07-28
P00575,Home Appliances Product 0575,Home Appliances,Cooling,Vertex,1411.13,1846.66,S0260,2023-03-05
P00576,Office Supplies Product 0576,Office Supplies,Printing,Prime,841.66,1509.4,S0004,2022-10-28
P00577,Accessories Product 0577,Accessories,Bags,Nova,900.0,1273.05,S0236,2023-03-29
P00578,Clothing Product 0578,Clothing,Men,Nova,496.86,632.11,S0287,2021-05-12
P00579,Home Appliances Product 0579,Home Appliances,Cleaning,Vertex,4810.0,6527.92,S0201,2024-07-04
P00580,Furniture Product 0580,Furniture,Desks,Prime,307.61,419.75,S0057,2023-02-03
P00581,Office Supplies Product 0581,Office Supplies,Stationery,Prime,1484.79,1840.35,S0200,2021-04-22
P00582,Office Supplies Product 0582,Office Supplies,Printing,Urbanix,702.96,871.17,S0191,2021-01-07
P00583,Electronics Product 0583,Electronics,Laptops,Apex,4384.88,6971.77,S0199,2024-04-30
P00584,Office Supplies Product 0584,Office Supplies,Writing,HomePro,375.33,486.19,S0129,2023-09-26
P00585,Accessories Product 0585,Accessories,Personal Accessories,HomePro,482.91,575.26,S0158,2024-08-07
P00586,Clothing Product 0586,Clothing,Kids,Apex,334.1,454.98,S0196,2024-10-13
P00587,Electronics Product 0587,Electronics,Laptops,Apex,1190.98,1658.29,S0140,2025-05-11
P00588,Furniture Product 0588,Furniture,Desks,Prime,281.89,304.0,S0233,2025-11-29
P00589,Electronics Product 0589,Electronics,Audio,Vertex,545.88,743.63,S0213,2025-06-03
P00590,Electronics Product 0590,Electronics,Mobiles,Prime,89.69,139.45,S0091,2024-12-23
P00591,Accessories Product 0591,Accessories,Personal Accessories,Nova,600.0,1526.14,S0184,2023-02-26
P00592,Office Supplies Product 0592,Office Supplies,Stationery,ValueMax,368.95,727.68,S0227,2023-07-09
P00593,Furniture Product 0593,Furniture,Chairs,Urbanix,163.91,270.97,S0147,2024-01-30
P00594,Clothing Product 0594,Clothing,Kids,TechOne,2079.17,3553.49,S0215,2021-11-06
P00595,Electronics Product 0595,Electronics,Audio,ValueMax,146.04,324.54,S0038,2024-05-21
P00596,Furniture Product 0596,Furniture,Chairs,Prime,1741.77,2662.5,S0116,2023-12-10
P00597,Clothing Product 0597,Clothing,Footwear,TechOne,424.85,595.28,S0211,2023-08-08
P00598,Clothing Product 0598,Clothing,Men,Prime,3766.02,5952.99,S0269,2025-03-03
P00599,Accessories Product 0599,Accessories,Travel,Vertex,1995.66,2539.26,S0194,2024-06-08
P00600,Clothing Product 0600,Clothing,Kids,Nova,314.97,437.92,S0200,2025-08-29
P00601,Office Supplies Product 0601,Office Supplies,Printing,Vertex,381.19,479.62,S0103,2025-11-18
P00602,Home Appliances Product 0602,Home Appliances,Small Appliances,ValueMax,1517.52,2198.66,S0211,2025-02-15
P00603,Accessories Product 0603,Accessories,Watches,Prime,734.01,923.06,S0107,2022-06-28
P00604,Clothing Product 0604,Clothing,Footwear,Urbanix,809.12,1013.06,S0016,2021-12-11
P00605,Accessories Product 0605,Accessories,Bags,Prime,2949.22,4282.6,S0075,2022-07-01
P00606,Home Appliances Product 0606,Home Appliances,Cleaning,Urbanix,422.15,567.58,S0184,2024-07-24
P00607,Home Appliances Product 0607,Home Appliances,Kitchen,TechOne,1213.15,1314.71,S0289,2025-04-27
P00608,Electronics Product 0608,Electronics,Mobiles,ValueMax,2729.32,3117.24,S0149,2025-05-26
P00609,Clothing Product 0609,Clothing,Footwear,Nova,2276.63,2695.11,S0259,2024-06-02
P00610,Office Supplies Product 0610,Office Supplies,Paper,HomePro,837.09,1022.97,S0234,2024-05-27
P00611,Office Supplies Product 0611,Office Supplies,Stationery,Urbanix,618.94,898.9,S0169,2025-10-04
P00612,Clothing Product 0612,Clothing,Women,Nova,149.32,210.87,S0242,2024-06-05
P00613,Accessories Product 0613,Accessories,Travel,ValueMax,260.18,417.31,S0121,2021-09-15
P00614,Accessories Product 0614,Accessories,Personal Accessories,Nova,1080.18,1649.84,S0133,2023-07-02
P00615,Furniture Product 0615,Furniture,Storage,Vertex,651.11,1045.44,S0222,2022-10-17
P00616,Clothing Product 0616,Clothing,Women,Nova,865.47,1293.37,S0192,2024-03-08
P00617,Home Appliances Product 0617,Home Appliances,Cleaning,Prime,2405.41,3392.53,S0159,2024-03-06
P00618,Furniture Product 0618,Furniture,Storage,Apex,226.97,366.04,S0130,2022-06-22
P00619,Electronics Product 0619,Electronics,Audio,Urbanix,604.61,947.57,S0293,2022-07-01
P00620,Electronics Product 0620,Electronics,Accessories,Nova,1003.43,1449.23,S0020,2021-06-12
P00621,Home Appliances Product 0621,Home Appliances,Cooling,Nova,357.77,593.43,S0017,2022-06-20
P00622,Office Supplies Product 0622,office supplies,Printing,ValueMax,4820.98,5021.85,S0144,2025-02-19
P00623,Accessories Product 0623,Accessories,Travel,TechOne,2259.67,2976.98,S0011,2024-04-10
P00624,Office Supplies Product 0624,Office Supplies,Stationery,ValueMax,1219.92,1603.93,S0103,2025-09-18
P00625,Accessories Product 0625,Accessories,Watches,Apex,150.0,7217.82,S0171,2025-08-18
P00626,Office Supplies Product 0626,Office Supplies,Paper,Apex,153.56,268.05,S0122,2025-04-13
P00627,Home Appliances Product 0627,Home Appliances,Kitchen,TechOne,1041.94,1190.76,S0061,2021-11-24
P00628,Electronics Product 0628,Electronics,Laptops,Apex,1019.32,1730.93,S0086,2022-09-02
P00629,Office Supplies Product 0629,Office Supplies,Printing,Prime,407.33,480.83,S0182,2021-04-15
P00630,Home Appliances Product 0630,Home Appliances,Cleaning,Urbanix,1368.31,1620.99,S0286,2021-06-20
P00631,Accessories Product 0631,Accessories,Bags,Prime,298.98,396.82,S0235,2022-02-26
P00632,Home Appliances Product 0632,Home Appliances,Cleaning,Nova,1823.64,2393.79,S0165,2022-05-27
P00633,Electronics Product 0633,Electronics,Mobiles,Vertex,3061.6,3456.15,S0042,2021-01-29
P00634,Furniture Product 0634,Furniture,Chairs,HomePro,1047.81,1575.63,S0073,2025-03-19
P00635,Electronics Product 0635,Electronics,Laptops,TechOne,124.57,188.16,S0133,2023-08-20
P00636,Electronics Product 0636,electronics,Accessories,Nova,285.04,456.36,S0075,2024-04-11
P00637,Clothing Product 0637,Clothing,Footwear,Nova,1632.32,2110.73,S0207,2024-04-07
P00638,Clothing Product 0638,Clothing,Women,Nova,899.62,1225.71,S0110,2025-10-31
P00639,Home Appliances Product 0639,Home Appliances,Cooling,TechOne,73.3,100.0,S0251,2021-09-26
P00640,Home Appliances Product 0640,Home Appliances,Small Appliances,Urbanix,2333.75,4158.49,S0081,2022-09-18
P00641,Clothing Product 0641,Clothing,Footwear,Urbanix,1320.69,1375.72,S0149,2022-07-17
P00642,Home Appliances Product 0642,home appliances,Kitchen,Nova,436.8,529.01,S0215,2023-10-04
P00643,Electronics Product 0643,Electronics,Accessories,ValueMax,2367.44,3245.53,S0062,2023-08-19
P00644,Furniture Product 0644,Furniture,Chairs,Prime,511.05,609.44,S0229,2024-12-12
P00645,Clothing Product 0645,Clothing,Men,TechOne,455.63,602.82,S0176,2023-10-21
P00646,Home Appliances Product 0646,Home Appliances,Cleaning,HomePro,1275.18,1717.16,S0195,2022-03-04
P00647,Electronics Product 0647,Electronics,Audio,Vertex,5668.43,7123.22,S0137,2023-10-28
P00648,Office Supplies Product 0648,Office Supplies,Stationery,TechOne,1300.0,6085.5,S0281,2025-10-26
P00649,Clothing Product 0649,Clothing,Women,Apex,1147.22,1719.5,S0232,2023-11-23
P00650,Electronics Product 0650,Electronics,Mobiles,Apex,1435.98,1905.43,S0058,2023-12-18
P00651,Office Supplies Product 0651,Office Supplies,Paper,Vertex,2053.08,2648.04,S0167,2021-11-18
P00652,Accessories Product 0652,Accessories,Travel,TechOne,254.89,341.41,S0271,2021-01-15
P00653,Clothing Product 0653,Clothing,Women,ValueMax,1669.92,2285.24,S0084,2022-01-18
P00654,Furniture Product 0654,Furniture,Chairs,Prime,520.67,575.94,S0161,2021-02-15
P00655,Home Appliances Product 0655,Home Appliances,Kitchen,Nova,1128.37,1650.04,S0227,2023-04-06
P00656,Furniture Product 0656,Furniture,Chairs,TechOne,740.89,955.86,S0082,2025-05-30
P00657,Home Appliances Product 0657,Home Appliances,Kitchen,ValueMax,1196.14,1980.86,S0156,2023-03-27
P00658,Furniture Product 0658,Furniture,Storage,Apex,906.0,1350.43,S0166,2024-03-23
P00659,Clothing Product 0659,Clothing,Women,Apex,61.3,100.0,S0054,2025-04-11
P00660,Office Supplies Product 0660,Office Supplies,Paper,Vertex,1192.69,1435.07,S0054,2024-10-24
P00661,Furniture Product 0661,Furniture,Home Office,Nova,1749.6,2280.68,S0169,2024-04-02
P00662,Accessories Product 0662,Accessories,Personal Accessories,ValueMax,1601.14,1874.33,S0054,2022-05-28
P00663,Electronics Product 0663,Electronics,Laptops,Prime,866.96,1083.0,S0285,2023-02-07
P00664,Electronics Product 0664,Electronics,Mobiles,Urbanix,3749.45,6199.59,S0158,2022-12-30
P00665,Furniture Product 0665,Furniture,Desks,HomePro,952.3,1638.36,S0212,2024-12-28
P00666,Clothing Product 0666,Clothing,Footwear,Nova,1570.44,1858.92,S0120,2025-09-07
P00667,Home Appliances Product 0667,Home Appliances,Cleaning,Nova,2645.84,3410.34,S0090,2021-12-07
P00668,Accessories Product 0668,Accessories,Bags,Vertex,1272.0,1724.46,S0146,2021-11-11
P00669,Furniture Product 0669,Furniture,Storage,Prime,328.23,488.85,S0214,2024-07-31
P00670,Office Supplies Product 0670,Office Supplies,Paper,Urbanix,94.92,104.77,S0120,2024-10-26
P00671,Electronics Product 0671,Electronics,Laptops,Vertex,662.99,744.68,S0085,2024-05-24
P00672,Clothing Product 0672,Clothing,Kids,Urbanix,1749.15,2568.36,S0044,2022-07-16
P00673,Accessories Product 0673,Accessories,Bags,Urbanix,779.7,843.01,S0163,2021-01-17
P00674,Clothing Product 0674,Clothing,Footwear,Apex,2071.34,2673.8,S0204,2022-08-10
P00675,Clothing Product 0675,Clothing,Footwear,Apex,993.9,1392.43,S0158,2023-05-02
P00676,Office Supplies Product 0676,Office Supplies,Paper,ValueMax,2995.32,4350.92,S0077,2023-01-24
P00677,Accessories Product 0677,Accessories,Personal Accessories,TechOne,664.72,893.24,S0075,2025-08-10
P00678,Office Supplies Product 0678,Office Supplies,Writing,Urbanix,1468.31,1915.42,S0114,2025-04-26
P00679,Electronics Product 0679,Electronics,Audio,ValueMax,1284.72,1990.14,S0105,2024-11-15
P00680,Furniture Product 0680,Furniture,Chairs,Apex,3778.62,5386.65,S0062,2021-02-10
P00681,Electronics Product 0681,Electronics,Mobiles,Vertex,173.06,217.77,S0283,2021-08-21
P00682,Electronics Product 0682,Electronics,Laptops,Urbanix,551.03,758.75,S0099,2023-03-03
P00683,Electronics Product 0683,Electronics,Audio,HomePro,1939.07,2803.41,S0076,2024-02-09
P00684,Office Supplies Product 0684,Office Supplies,Stationery,TechOne,3142.87,5630.61,S0182,2024-05-26
P00685,Clothing Product 0685,Clothing,Kids,Urbanix,993.73,1525.61,S0241,2022-06-25
P00686,Furniture Product 0686,Furniture,Storage,Vertex,544.95,895.49,S0140,2021-07-21
P00687,Office Supplies Product 0687,Office Supplies,Printing,Vertex,2023.97,2558.55,S0201,2022-08-22
P00688,Accessories Product 0688,Accessories,Watches,Nova,2238.17,2860.58,S0029,2024-12-16
P00689,Home Appliances Product 0689,Home Appliances,Kitchen,HomePro,631.08,837.49,S0160,2025-12-06
P00690,Office Supplies Product 0690,Office Supplies,Writing,Apex,1242.83,1669.67,S0020,2025-09-15
P00691,Furniture Product 0691,Furniture,Chairs,Prime,3246.2,3907.31,S0042,2023-12-19
P00692,Accessories Product 0692,Accessories,Bags,HomePro,4795.21,7946.89,S0178,2021-06-15
P00693,Furniture Product 0693,Furniture,Home Office,TechOne,1618.07,2521.68,S0062,2025-11-02
P00694,Furniture Product 0694,Furniture,Home Office,TechOne,953.87,1254.15,S0011,2021-10-07
P00695,Accessories Product 0695,Accessories,Personal Accessories,Vertex,756.93,1136.83,S0054,2022-05-05
P00696,Office Supplies Product 0696,Office Supplies,Printing,Apex,1482.89,2095.34,S0232,2025-11-13
P00697,Home Appliances Product 0697,Home Appliances,Kitchen,ValueMax,703.37,1068.92,S0177,2023-07-09
P00698,Clothing Product 0698,Clothing,Men,TechOne,1253.93,1450.58,S0115,2021-12-28
P00699,Clothing Product 0699,Clothing,Women,Urbanix,310.21,416.63,S0293,2023-07-06
P00700,Furniture Product 0700,Furniture,Chairs,Prime,3230.34,4390.22,S0116,2021-05-25
P00701,Furniture Product 0701,Furniture,Home Office,ValueMax,256.18,383.71,S0264,2022-07-31
P00702,Furniture Product 0702,Furniture,Chairs,Nova,617.59,778.96,S0104,2025-10-04
P00703,Electronics Product 0703,Electronics,Audio,Apex,1270.1,1323.02,S0008,2022-06-29
P00704,Home Appliances Product 0704,Home Appliances,Small Appliances,Nova,7365.26,8787.31,S0034,2025-06-18
P00705,Furniture Product 0705,Furniture,Storage,ValueMax,578.83,786.34,S0083,2023-09-18
P00706,Clothing Product 0706,Clothing,Men,Nova,446.11,616.5,S0056,2024-04-11
P00707,Home Appliances Product 0707,,Cleaning,Nova,388.52,691.77,S0048,2024-07-06
P00708,Home Appliances Product 0708,Home Appliances,Cooling,Urbanix,4234.7,6304.22,S0116,2023-10-04
P00709,Office Supplies Product 0709,Office Supplies,Printing,Vertex,72.18,100.0,S0293,2021-03-04
P00710,Office Supplies Product 0710,Office Supplies,Paper,Prime,322.81,440.25,S0061,2025-08-05
P00711,Accessories Product 0711,Accessories,Watches,Urbanix,11414.67,18423.19,S0071,2023-05-17
P00712,Clothing Product 0712,Clothing,Footwear,Urbanix,1709.55,2166.7,S0299,2024-04-11
P00713,Home Appliances Product 0713,Home Appliances,Small Appliances,Apex,295.42,397.06,S0061,2023-10-08
P00714,Accessories Product 0714,Accessories,Watches,Apex,965.39,1150.74,S0250,2024-04-16
P00715,Home Appliances Product 0715,Home Appliances,Kitchen,ValueMax,754.98,1283.74,S0187,2022-10-10
P00716,Electronics Product 0716,Electronics,Audio,Prime,1931.83,2796.72,S0279,2025-03-20
P00717,Clothing Product 0717,Clothing,Footwear,Apex,6047.35,7552.08,S0167,2022-02-14
P00718,Electronics Product 0718,Electronics,Accessories,HomePro,1312.22,1769.81,S0179,2024-04-07
P00719,Clothing Product 0719,Clothing,Women,Vertex,474.95,699.45,S0068,2023-11-21
P00720,Accessories Product 0720,Accessories,Bags,HomePro,1990.66,2636.38,S0173,2023-07-09
P00721,Office Supplies Product 0721,office supplies,Writing,TechOne,467.67,596.94,S0202,2021-02-10
P00722,Office Supplies Product 0722,Office Supplies,Printing,Urbanix,339.63,426.98,S0297,2022-12-13
P00723,Electronics Product 0723,Electronics,Accessories,Vertex,143.72,206.47,S0030,2021-03-28
P00724,Accessories Product 0724,Accessories,Bags,Urbanix,192.12,250.87,S0048,2023-07-08
P00725,Electronics Product 0725,Electronics,Mobiles,Urbanix,379.64,489.62,S0006,2024-06-09
P00726,Electronics Product 0726,Electronics,Mobiles,Apex,319.15,369.55,S0238,2023-08-12
P00727,Furniture Product 0727,Furniture,Chairs,TechOne,1185.49,1641.41,S0025,2024-10-13
P00728,Electronics Product 0728,Electronics,Accessories,Apex,270.56,361.65,S0275,2022-10-21
P00729,Office Supplies Product 0729,Office Supplies,Stationery,Vertex,76.22,100.0,S0110,2022-07-13
P00730,Office Supplies Product 0730,Office Supplies,Writing,Urbanix,300.02,422.49,S0087,2023-03-29
P00731,Furniture Product 0731,Furniture,Home Office,HomePro,490.49,748.61,S0293,2022-02-23
P00732,Electronics Product 0732,Electronics,Audio,Urbanix,432.19,654.99,S0217,2025-01-03
P00733,Electronics Product 0733,Electronics,Accessories,Apex,3700.24,5484.06,S0165,2025-01-17
P00734,Office Supplies Product 0734,Office Supplies,Paper,HomePro,489.93,649.72,S0267,2023-01-31
P00735,Electronics Product 0735,Electronics,Accessories,Urbanix,2278.09,2895.75,S0227,2024-12-17
P00736,Clothing Product 0736,Clothing,Women,HomePro,982.45,1177.44,S0192,2021-02-16
P00737,Electronics Product 0737,Electronics,Laptops,Prime,907.94,1150.29,S0097,2021-10-10
P00738,Furniture Product 0738,Furniture,Desks,Vertex,378.91,520.45,S0296,2022-06-01
P00739,Office Supplies Product 0739,Office Supplies,Paper,Urbanix,914.96,1131.49,S0216,2022-12-09
P00740,Office Supplies Product 0740,Office Supplies,Writing,Prime,1000.0,558.35,S0284,2022-02-27
P00741,Electronics Product 0741,Electronics,Mobiles,Nova,1175.68,1422.4,S0290,2023-07-24
P00742,Electronics Product 0742,Electronics,Mobiles,ValueMax,849.05,947.5,S0165,2024-12-19
P00743,Home Appliances Product 0743,Home Appliances,Cleaning,Apex,302.38,466.59,S0108,2023-04-13
P00744,Electronics Product 0744,Electronics,Mobiles,Nova,2515.49,3235.6,S0285,2023-03-31
P00745,Office Supplies Product 0745,Office Supplies,Writing,TechOne,1496.31,1838.89,S0300,2021-04-20
P00746,Office Supplies Product 0746,Office Supplies,Paper,TechOne,643.51,766.64,S0037,2022-05-27
P00747,Furniture Product 0747,Furniture,Home Office,Nova,954.47,1387.93,S0192,2025-01-13
P00748,Office Supplies Product 0748,,Paper,Vertex,653.84,1103.51,S0181,2025-01-19
P00749,Home Appliances Product 0749,Home Appliances,Small Appliances,Urbanix,388.2,503.95,S0225,2021-07-10
P00750,Home Appliances Product 0750,Home Appliances,Cleaning,Apex,967.74,1287.65,S0293,2021-02-05
P00751,Furniture Product 0751,Furniture,Chairs,HomePro,401.66,644.88,S0076,2025-02-25
P00752,Furniture Product 0752,Furniture,Chairs,Prime,424.96,466.45,S0293,2021-11-15
P00753,Furniture Product 0753,Furniture,Home Office,Apex,126.3,236.82,S0193,2023-11-15
P00754,Office Supplies Product 0754,Office Supplies,Printing,Nova,407.11,838.38,S0025,2025-02-18
P00755,Clothing Product 0755,Clothing,Men,HomePro,2030.88,2115.5,S0154,2024-12-07
P00756,Furniture Product 0756,Furniture,Storage,ValueMax,443.18,599.09,S0041,2023-10-02
P00757,Furniture Product 0757,Furniture,Storage,Apex,11968.19,14924.89,S0287,2022-11-19
P00758,Accessories Product 0758,Accessories,Bags,Prime,2201.03,2909.58,S0229,2024-11-12
P00759,Electronics Product 0759,Electronics,Mobiles,Urbanix,3413.27,4422.26,S0272,2024-06-21
P00760,Office Supplies Product 0760,Office Supplies,Writing,ValueMax,1724.56,2657.98,S0181,2025-03-10
P00761,Clothing Product 0761,Clothing,Footwear,Nova,5673.34,7653.68,S0120,2023-07-27
P00762,Electronics Product 0762,Electronics,Accessories,Urbanix,448.52,546.25,S0129,2025-09-16
P00763,Electronics Product 0763,electronics,Laptops,Vertex,74.72,100.0,S0285,2024-11-05
P00764,Electronics Product 0764,Electronics,Laptops,TechOne,521.19,768.12,S0046,2021-04-26
P00765,Accessories Product 0765,Accessories,Watches,Prime,1779.1,2097.07,S0266,2022-06-21
P00766,Electronics Product 0766,Electronics,Laptops,ValueMax,1249.18,1396.32,S0127,2024-12-29
P00767,Electronics Product 0767,Electronics,Audio,HomePro,838.85,1580.58,S0178,2021-07-31
P00768,Electronics Product 0768,Electronics,Laptops,Apex,3571.07,4496.2,S0201,2024-07-17
P00769,Electronics Product 0769,Electronics,Laptops,Apex,1307.75,1758.36,S0025,2022-09-14
P00770,Clothing Product 0770,Clothing,Men,Vertex,2053.58,2667.75,S0045,2022-01-13
P00771,Furniture Product 0771,Furniture,Desks,Apex,316.64,468.96,S0049,2023-09-13
P00772,Clothing Product 0772,Clothing,Footwear,HomePro,221.8,401.29,S0234,2025-08-28
