order_id,order_date,customer_id,region_id,channel_id,payment_method,order_status
ORD0004872,2024-09-04,C08688,R07,CH01,Credit Card,Cancelled
ORD0004873,2025-10-10,C03186,R07,CH01,UPI,Completed
ORD0004874,2025-06-25,C07359,R01,CH01,COD,Completed
ORD0004875,2025-04-21,C08245,R02,CH03,Debit Card,Completed
ORD0004876,2025-05-26,C00274,R02,CH01,UPI,Completed
ORD0004877,2024-08-12,C05745,R03,CH01,UPI,Completed
ORD0004878,2025-09-30,C05720,R07,CH03,COD,Completed
ORD0004879,2024-12-16,C00219,R02,CH01,Wallet,Completed
ORD0004880,2024-11-30,C02981,R02,CH01,COD,Completed
ORD0004881,2024-05-31,C08257,R03,CH02,Wallet,Completed
ORD0004882,2025-07-08,C09362,R04,CH02,UPI,Completed
ORD0004883,2025-07-14,C02363,R02,CH03,Wallet,Completed
ORD0004884,2024-11-15,C09115,R04,CH03,Cash,Completed
ORD0004885,2026-02-09,C09274,R02,CH01,Net Banking,Completed
ORD0004886,2026-01-26,C04381,R02,CH03,Debit Card,Completed
ORD0004887,2024-04-20,C00623,R01,CH01,COD,Completed
ORD0004888,2025-10-10,C05105,R05,CH02,UPI,Completed
ORD0004889,2024-12-21,C04047,R07,CH04,Debit Card,Completed
ORD0004890,2026-06-30,C06438,R04,CH02,Wallet,Cancelled
ORD0004891,2024-08-15,C00649,R03,CH04,Credit Card,Completed
ORD0004892,2024-10-07,C03241,R02,CH01,Debit Card,Completed
ORD0004893,2025-02-01,C00685,R02,CH01,UPI,Completed
ORD0004894,2024-09-28,C00231,R01,CH01,Credit Card,Completed
ORD0004895,2025-10-08,C03442,R01,CH01,Credit Card,Completed
ORD0004896,2025-03-13,C05110,R05,CH01,COD,Completed
ORD0004897,2024-08-11,C08922,R03,CH02,COD,Completed
ORD0004898,2025-04-07,C00678,R02,CH02,UPI,Completed
ORD0004899,2026-03-10,C05432,R04,CH02,UPI,Completed
ORD0004900,2025-12-13,C09232,R03,CH04,UPI,Completed
ORD0004901,2025-03-30,C09716,R02,CH01,Credit Card,Partially Returned
ORD0004902,2024-10-12,C03024,R02,CH02,Wallet,Completed
ORD0004903,2024-06-30,C06631,R03,CH01,COD,Completed
ORD0004904,2026-02-28,C00071,R07,CH03,UPI,Completed
ORD0004905,2025-10-20,C08125,R02,CH02,Wallet,Completed
ORD0004906,2025-06-13,C09744,R02,CH01,Debit Card,Completed
ORD0004907,2026-03-01,C04793,R01,CH03,UPI,Completed
ORD0004908,2024-05-03,C01212,R05,CH03,Net Banking,Completed
ORD0004909,2025-10-01,C02712,R07,CH02,UPI,Completed
ORD0004910,2024-08-07,C00513,R07,CH01,COD,Completed
ORD0004911,2024-05-01,C00326,R02,CH04,Credit Card,Completed
ORD0004912,2025-02-25,C04683,R03,CH01,Debit Card,Completed
ORD0004913,2024-12-16,C05282,R01,CH02,UPI,Completed
ORD0004914,2026-05-02,C02627,R02,CH01,UPI,Completed
ORD0004915,2024-11-04,C07173,R03,CH02,UPI,Completed
ORD0004916,2025-12-28,C04608,R07,CH01,Debit Card,Completed
ORD0004917,2025-11-14,C02406,R07,CH02,Wallet,Completed
ORD0004918,2025-09-18,C03057,R02,CH03,Credit Card,Completed
ORD0004919,2026-04-11,C00447,R01,CH01,UPI,Completed
ORD0004920,2024-12-30,C09295,R01,CH01,Credit Card,Completed
ORD0004921,2024-12-18,C03212,R03,CH02,UPI,Completed
ORD0004922,2024-06-11,C05717,R05,CH03,UPI,Completed
ORD0004923,2024-10-04,C06956,R02,CH01,UPI,Completed
ORD0004924,2026-03-01,C01672,R02,CH03,COD,Completed
ORD0004925,2025-03-06,C06037,R02,CH01,Debit Card,Completed
ORD0004926,2024-11-16,C02943,R05,CH04,Wallet,Completed
ORD0004927,2024-08-06,C07382,R04,CH03,Wallet,Completed
ORD0004928,2025-03-17,C01559,R02,CH02,Net Banking,Completed
ORD0004929,2025-10-24,C04422,R01,CH03,Net Banking,Completed
ORD0004930,2024-10-11,C04715,R02,CH01,Net Banking,Completed
ORD0004931,2025-11-20,C02000,R02,CH02,Net Banking,Completed
ORD0004932,2025-08-10,C00384,R02,CH03,COD,Completed
ORD0004933,2025-12-10,C04263,R01,CH01,UPI,Completed
ORD0004934,2024-09-10,C03303,R07,CH03,UPI,Completed
ORD0004935,2025-08-11,C06071,R02,CH03,Net Banking,Completed
ORD0004936,2024-06-04,C08106,R07,CH02,Credit Card,Completed
ORD0004937,2024-11-30,C02540,R02,CH02,Credit Card,Partially Returned
ORD0004938,2025-10-29,C03603,R02,CH01,UPI,Returned
ORD0004939,2025-08-12,C00002,R04,CH01,UPI,Completed
ORD0004940,2024-07-09,C06924,R02,CH03,UPI,Returned
ORD0004941,2026-02-07,C08077,R07,CH03,Debit Card,Completed
ORD0004942,2024-02-24,C00713,R05,CH02,COD,Completed
ORD0004943,2025-07-06,C06855,R01,CH01,UPI,Completed
ORD0004944,2026-06-14,C07172,R02,CH03,Credit Card,Completed
ORD0004945,2025-05-02,C04167,R07,CH01,UPI,Completed
ORD0004946,2025-12-18,C06853,R03,CH03,Credit Card,Completed
ORD0004947,2025-07-06,C08118,R04,CH01,Debit Card,Pending
ORD0004948,2025-12-07,C05614,R02,CH01,UPI,Completed
ORD0004949,2025-09-05,C09845,R01,CH01,UPI,Completed
ORD0004950,2025-10-07,C02703,R04,CH02,Cash,Completed
ORD0004951,2024-08-18,C03725,R05,CH03,COD,Completed
ORD0004952,2025-11-10,C00046,R05,CH01,UPI,Completed
ORD0004953,2024-08-28,C02197,R07,CH01,Cash,Completed
ORD0004954,2026-06-11,C09052,R02,CH02,UPI,Completed
ORD0004955,2024-08-18,C08836,R07,CH03,Credit Card,Completed
ORD0004956,2024-08-27,C05063,R01,CH01,Wallet,Completed
ORD0004957,2026-02-08,C03449,R04,CH01,Credit Card,Completed
ORD0004958,2024-09-02,C05524,R03,CH01,UPI,Completed
ORD0004959,2024-11-29,C06715,R02,CH01,Net Banking,Partially Returned
ORD0004960,2025-10-23,C03941,R07,CH01,UPI,Completed
ORD0004961,2024-06-09,C03607,R01,CH03,Wallet,Completed
ORD0004962,2024-06-09,C00556,R07,CH02,Cash,Completed
ORD0004963,2025-03-18,C03435,R07,CH01,Wallet,Completed
ORD0004964,2024-09-03,C00895,R03,CH01,Wallet,Returned
ORD0004965,2024-08-26,C00759,R07,CH01,COD,Completed
ORD0004966,2024-01-10,C06356,R02,CH04,COD,Completed
ORD0004967,2024-12-05,C07916,R01,CH02,UPI,Partially Returned
ORD0004968,2024-10-31,C02814,R07,CH01,Net Banking,Completed
ORD0004969,2024-02-01,C09362,R04,CH03,Debit Card,Completed
ORD0004970,2025-08-01,C03947,R01,CH03,Debit Card,Completed
ORD0004971,2025-08-07,C00054,R02,CH01,Net Banking,Completed
ORD0004972,2024-03-12,C07040,R02,CH03,Credit Card,Completed
ORD0004973,2024-10-31,C08674,R01,CH01,Debit Card,Completed
ORD0004974,2026-02-22,C06589,R05,CH01,COD,Partially Returned
ORD0004975,2025-06-23,C06476,R07,CH02,UPI,Completed
ORD0004976,2025-01-01,C05425,R02,CH01,UPI,Completed
ORD0004977,2025-02-25,C04820,R02,CH04,UPI,Completed
ORD0004978,2024-07-29,C00546,R04,CH02,COD,Completed
ORD0004979,2025-12-26,C04820,R02,CH01,UPI,Completed
ORD0004980,2026-04-05,C08558,R03,CH01,UPI,Completed
ORD0004981,2026-04-01,C01552,R04,CH03,Debit Card,Completed
ORD0004982,2024-08-14,C00716,R01,CH04,Wallet,Partially Returned
ORD0004983,2024-10-27,C02871,R02,CH03,Net Banking,Completed
ORD0004984,2024-06-11,C07211,R02,CH01,UPI,Completed
ORD0004985,2024-10-25,C09361,R01,CH04,COD,Completed
ORD0004986,2024-11-10,C02314,R01,CH03,UPI,Completed
ORD0004987,2025-08-13,C01204,R03,CH01,UPI,Completed
ORD0004988,2024-07-10,C09243,R07,CH01,COD,Returned
ORD0004989,2026-04-10,C08901,R01,CH02,Wallet,Completed
ORD0004990,2024-04-14,C05487,R06,CH01,COD,Cancelled
ORD0004991,2024-01-08,C06347,R02,CH01,COD,Completed
ORD0004992,2026-02-04,C05429,R02,CH03,Net Banking,Completed
ORD0004993,2025-10-16,C00702,R04,CH02,Credit Card,Completed
ORD0004994,2024-11-25,C06871,R03,CH02,Wallet,Completed
ORD0004995,2025-07-06,C06771,R04,CH01,Wallet,Completed
ORD0004996,2024-08-14,C09001,R06,CH01,UPI,Completed
ORD0004997,2024-06-19,C05465,R07,CH01,UPI,Cancelled
ORD0004998,2025-03-02,C07928,R04,CH02,Credit Card,Partially Returned
ORD0004999,2024-11-24,C08841,R01,CH03,COD,Completed
ORD0005000,2025-07-26,C00423,R07,CH03,Net Banking,Completed
ORD0005001,2024-08-08,C01961,R02,CH01,UPI,Completed
ORD0005002,2025-09-12,C03564,R01,CH04,UPI,Completed
ORD0005003,2025-11-26,C05545,R02,CH01,Credit Card,Completed
ORD0005004,2024-06-17,C04938,R03,CH02,UPI,Completed
ORD0005005,2024-02-14,C07245,R04,CH04,Credit Card,Completed
ORD0005006,2025-01-29,C03006,R03,CH01,UPI,Completed
ORD0005007,2025-12-01,C07385,R01,CH02,COD,Completed
ORD0005008,2025-08-31,C08817,R05,CH01,COD,Completed
ORD0005009,2025-10-14,C09363,R02,CH01,Debit Card,Completed
ORD0005010,2024-12-26,C02218,R02,CH01,COD,Completed
ORD0005011,2024-08-25,C07336,R02,CH01,UPI,Completed
ORD0005012,2025-05-03,C06764,R03,CH02,Net Banking,Completed
ORD0005013,2024-07-26,C09345,R02,CH03,Net Banking,Returned
ORD0005014,2025-10-30,C06371,R06,CH04,Credit Card,Completed
ORD0005015,2024-07-18,C05169,R01,CH01,Wallet,Completed
ORD0005016,2024-10-14,C04198,R06,CH02,Credit Card,Completed
ORD0005017,2025-04-07,C08074,R04,CH01,Credit Card,Completed
ORD0005018,2025-03-19,C02008,R01,CH03,COD,Cancelled
ORD0005019,2025-07-12,C07602,R01,CH04,UPI,Completed
ORD0005020,2025-01-27,C06974,R02,CH03,Credit Card,Completed
ORD0005021,2026-04-10,C08484,R02,CH02,COD,Completed
ORD0005022,2026-01-20,C01559,R02,CH03,UPI,Completed
ORD0005023,2026-02-28,C04360,R03,CH01,Net Banking,Returned
ORD0005024,2025-08-10,C07922,R04,CH03,Net Banking,Completed
ORD0005025,2025-08-15,C03534,R01,CH01,Net Banking,Completed
ORD0005026,2025-07-20,C03492,R07,CH01,Debit Card,Completed
ORD0005027,2025-01-25,C04728,R07,CH01,COD,Completed
ORD0005028,2024-11-03,C07543,R02,CH02,UPI,Completed
ORD0005029,2025-07-03,C04697,R04,CH03,Wallet,Completed
ORD0005030,2024-01-27,C00834,R03,CH01,COD,Completed
ORD0005031,2024-01-08,C04165,R02,CH02,UPI,Completed
ORD0005032,2026-01-31,C05045,R07,CH02,Debit Card,Completed
ORD0005033,2024-02-17,C04279,R01,CH01,Net Banking,Completed
ORD0005034,2025-04-26,C07048,R04,CH01,UPI,Completed
ORD0005035,2025-07-26,C00069,R07,CH04,Credit Card,Completed
ORD0005036,2024-07-19,C04184,R02,CH01,Debit Card,Returned
ORD0005037,2026-03-18,C05493,R07,CH02,Credit Card,Completed
ORD0005038,2024-07-11,C07851,R02,CH01,Net Banking,Completed
ORD0005039,2026-03-06,C04205,R03,CH03,Credit Card,Completed
ORD0005040,2025-11-24,C09821,R05,CH02,Cash,Completed
ORD0005041,2024-08-31,C06691,R04,CH01,UPI,Completed
ORD0005042,2024-06-01,C04598,R01,CH04,Credit Card,Completed
ORD0005043,2024-10-30,C03795,R02,CH01,Debit Card,Completed
ORD0005044,2024-12-23,C04997,R01,CH04,UPI,Completed
ORD0005045,2024-09-05,C07928,R04,CH03,COD,Completed
ORD0005046,2026-06-29,C09817,R07,CH04,Wallet,Completed
ORD0005047,2024-08-20,C00968,R01,CH01,Net Banking,Completed
ORD0005047,2026-01-10,C03525,R02,CH03,COD,Completed
ORD0005049,2024-06-10,C05709,R07,CH01,Debit Card,Completed
ORD0005050,2026-06-11,C04989,R02,CH03,Debit Card,Cancelled
ORD0005051,2024-08-16,C03012,R02,CH02,Cash,Completed
ORD0005052,2025-01-12,C02762,R02,CH02,UPI,Completed
ORD0005053,2025-05-30,C05138,R07,CH01,Debit Card,Completed
ORD0005053,2024-05-01,C08086,R05,CH01,UPI,Completed
ORD0005055,2025-12-29,C07592,R02,CH04,Net Banking,Completed
ORD0005056,2024-10-03,C04023,R04,CH01,Cash,Partially Returned
ORD0005057,2025-05-21,C03203,R02,CH02,Credit Card,Completed
ORD0005058,2025-05-21,C03301,R02,CH01,Credit Card,Completed
ORD0005059,2025-07-14,C05971,R04,CH01,COD,Completed
ORD0005060,2024-02-26,C02514,R07,CH01,Wallet,Completed
ORD0005061,2024-06-19,C02130,R07,CH02,Cash,Completed
ORD0005062,2024-06-12,C01197,R07,CH01,Wallet,Completed
ORD0005063,2024-10-21,C05751,R07,CH01,Credit Card,Completed
ORD0005064,2024-05-26,C06355,R01,CH02,UPI,Partially Returned
ORD0005065,2026-04-13,C07430,R02,CH03,Credit Card,Completed
ORD0005066,2025-04-14,C01141,R04,CH02,Debit Card,Completed
ORD0005067,2025-08-03,C00389,R01,CH01,Credit Card,Cancelled
ORD0005068,2024-11-27,C06518,R02,CH02,Cash,Completed
ORD0005069,2024-10-04,C08285,R01,CH01,Credit Card,Completed
ORD0005070,2025-04-04,C04958,R07,CH02,Wallet,Completed
ORD0005071,2024-10-16,C04094,R01,CH03,UPI,Completed
ORD0005072,2024-11-17,C01141,R04,CH01,COD,Completed
ORD0005073,2025-02-12,C01849,R04,CH01,UPI,Completed
ORD0005074,2025-04-06,C07801,R01,CH01,UPI,Completed
ORD0005075,2026-06-15,C02804,R02,CH04,UPI,Completed
ORD0005076,2024-08-14,C07808,R04,CH03,Credit Card,Completed
ORD0005077,2025-03-20,C03941,R07,CH01,UPI,Returned
ORD0005078,2024-05-31,C09240,R03,CH04,Credit Card,Completed
ORD0005079,2024-11-22,C05086,R04,CH03,Debit Card,Completed
ORD0005080,2025-10-25,C02150,R07,CH01,UPI,Completed
ORD0005081,2024-06-25,C00672,R02,CH03,UPI,Completed
ORD0005082,2025-06-22,C06432,R04,CH01,COD,Completed
ORD0005083,2025-01-06,C04244,R02,CH01,Credit Card,Completed
ORD0005084,2024-02-22,C06871,R03,CH03,Credit Card,Completed
ORD0005085,2026-04-24,C05960,R04,CH01,Credit Card,Completed
ORD0005086,2025-01-03,C04213,R04,CH01,COD,Completed
ORD0005087,2025-12-07,C03889,R02,CH02,Debit Card,Returned
ORD0005088,2025-01-06,C00758,R02,CH01,Credit Card,Completed
ORD0005089,2026-04-28,C00709,R04,CH01,Net Banking,Completed
ORD0005090,2024-10-13,C03167,R07,CH01,UPI,Completed
ORD0005091,2025-01-02,C09878,R05,CH03,UPI,Completed
ORD0005092,2025-11-21,C05903,R01,CH04,UPI,Completed
ORD0005093,2024-11-17,C07922,R04,CH02,Wallet,Partially Returned
ORD0005094,2024-12-01,C05384,R01,CH01,UPI,Completed
ORD0005095,2026-06-26,C02843,R04,CH01,Wallet,Completed
ORD0005096,2025-05-27,C05289,R04,CH04,Wallet,Completed
ORD0005097,2025-10-06,C00563,R05,CH03,Cash,Completed
ORD0005098,2025-08-24,C00300,R02,CH02,Net Banking,Completed
ORD0005099,2026-01-08,C05979,R01,CH01,Credit Card,Completed
ORD0005100,2026-02-11,C02589,R04,CH01,Debit Card,Completed
ORD0005101,2025-06-03,C09085,R07,CH03,UPI,Completed
ORD0005102,2024-10-16,C01381,R04,CH03,Debit Card,Cancelled
ORD0005103,2024-01-24,C04663,R04,CH01,COD,Completed
ORD0005104,2025-07-26,C08775,R03,CH01,COD,Completed
ORD0005105,2026-01-05,C03181,R02,CH04,Debit Card,Completed
ORD0005106,2025-02-10,C01544,R01,CH02,COD,Completed
ORD0005107,2024-06-15,C08678,R02,CH01,Debit Card,Completed
ORD0005108,2024-10-12,C00375,R01,CH02,Debit Card,Completed
ORD0005109,2025-04-11,C09372,R07,CH01,Credit Card,Completed
ORD0005110,2026-01-17,C03262,R03,CH03,COD,Completed
ORD0005111,2024-06-23,C00697,R03,CH02,Wallet,Completed
ORD0005112,2025-07-23,C04645,R01,CH01,Credit Card,Completed
ORD0005113,2025-11-17,C03091,R06,CH02,UPI,Completed
ORD0005114,2026-04-27,C01399,R02,CH01,COD,Partially Returned
ORD0005115,2024-04-28,C01736,R03,CH03,Net Banking,Completed
ORD0005116,2026-04-18,C05579,R05,CH01,Credit Card,Completed
ORD0005117,2025-07-12,C06777,R04,CH03,COD,Completed
ORD0005118,2025-11-26,C09830,R02,CH04,UPI,Completed
ORD0005119,2024-02-24,C08431,R07,CH02,Credit Card,Completed
ORD0005120,2025-04-07,C07503,R01,CH04,Net Banking,Completed
ORD0005121,2025-08-02,C01415,R01,CH01,UPI,Completed
ORD0005122,2024-10-24,C00556,R07,CH02,Net Banking,Completed
ORD0005123,2025-01-22,C05492,R02,CH02,COD,Completed
ORD0005124,2025-05-26,C05394,R04,CH01,Net Banking,Completed
ORD0005125,2025-05-24,C07869,R02,CH01,Credit Card,Completed
ORD0005126,2024-02-12,C07678,R03,CH03,Credit Card,Completed
ORD0005127,2025-01-29,C06935,R02,CH01,Debit Card,Completed
ORD0005128,2024-08-04,C01642,R07,CH02,Credit Card,Completed
ORD0005129,2026-04-07,C01620,R07,CH02,UPI,Completed
ORD0005130,2026-06-07,C05476,R01,CH04,UPI,Completed
ORD0005131,2024-10-20,C01242,R04,CH04,COD,Completed
ORD0005132,2024-06-26,C07651,R05,CH03,Net Banking,Completed
ORD0005133,2024-08-10,C09830,R02,CH01,Net Banking,Returned
ORD0005134,2025-03-09,C00742,R01,CH01,Debit Card,Cancelled
ORD0005135,2026-02-24,C00783,R04,CH01,Credit Card,Completed
ORD0005136,2025-04-01,C09243,R07,CH02,UPI,Completed
ORD0005137,2024-02-26,C08689,R07,CH01,Debit Card,Completed
ORD0005138,2024-02-10,C01127,R02,CH01,Wallet,Returned
ORD0005139,2024-08-18,C01110,R01,CH01,Debit Card,Completed
ORD0005140,2026-01-23,C01415,R01,CH01,COD,Completed
ORD0005141,2025-08-01,C01420,R03,CH03,Credit Card,Completed
ORD0005142,2025-06-03,C03297,R03,CH01,Cash,Completed
ORD0005143,2024-11-01,C09011,R04,CH03,UPI,Completed
ORD0005144,2026-04-21,C03073,R05,CH03,UPI,Completed
ORD0005145,2024-11-09,C01902,R07,CH02,Credit Card,Returned
ORD0005146,2026-01-15,C02432,R03,CH01,UPI,Completed
ORD0005147,2026-03-18,C06899,R02,CH01,Credit Card,Completed
ORD0005148,2025-03-15,C05512,R02,CH01,Credit Card,Completed
ORD0005149,2026-03-16,C07254,R02,CH02,COD,Completed
ORD0005150,2024-10-04,C03959,R01,CH02,Debit Card,Completed
ORD0005151,2025-09-08,C02173,R02,CH01,Debit Card,Completed
ORD0005152,2024-03-30,C06078,R04,CH02,Credit Card,Completed
ORD0005153,2025-03-05,C06288,R03,CH03,Credit Card,Completed
ORD0005154,2024-08-07,C08949,R04,CH04,Credit Card,Cancelled
ORD0005155,2024-03-04,C01765,R01,CH03,Net Banking,Returned
ORD0005156,2024-01-04,C04983,R04,CH04,Net Banking,Completed
ORD0005157,2024-11-05,C04022,R01,CH01,UPI,Completed
ORD0005158,2025-06-30,C07134,R04,CH03,Credit Card,Completed
ORD0005159,2025-02-14,C06589,R05,CH04,Credit Card,Completed
ORD0005160,2024-10-21,C05506,R04,CH03,Debit Card,Completed
ORD0005161,2026-06-22,C05432,R04,CH02,Debit Card,Completed
ORD0005162,2026-04-30,C06775,R02,CH01,Debit Card,Completed
ORD0005163,2024-05-07,C05738,R02,CH04,Net Banking,Completed
ORD0005164,2025-01-05,C01006,R04,CH01,Wallet,Cancelled
ORD0005165,2025-08-29,C03938,R02,CH02,Debit Card,Completed
ORD0005166,2025-11-04,C04840,R01,CH01,Net Banking,Completed
ORD0005167,2024-12-02,C00918,R01,CH03,Net Banking,Completed
ORD0005168,2025-11-13,C05275,R04,CH01,Credit Card,Completed
ORD0005169,2024-05-05,C01138,R04,CH01,Wallet,Completed
ORD0005170,2024-11-10,C01628,R01,CH03,Cash,Completed
ORD0005171,2025-10-24,C09980,R01,CH02,Cash,Completed
ORD0005172,2025-08-06,C03241,R02,CH03,Credit Card,Completed
ORD0005173,2026-01-17,C08704,R04,CH03,Net Banking,Completed
ORD0005174,2024-02-17,C08208,R04,CH03,Credit Card,Completed
ORD0005175,2024-06-25,C07149,R03,CH03,Wallet,Completed
ORD0005176,2024-02-19,C04284,R01,CH01,UPI,Completed
ORD0005177,2024-07-13,C08247,R01,CH04,COD,Completed
ORD0005178,2024-01-05,C08239,R02,CH01,Cash,Completed
ORD0005179,2025-04-05,C01823,R02,CH02,COD,Completed
ORD0005179,2025-04-29,C02703,R04,CH01,Debit Card,Completed
ORD0005181,2025-09-07,C04422,R01,CH02,UPI,Completed
ORD0005182,2024-12-15,C08874,R03,CH01,Wallet,Completed
ORD0005183,2024-01-04,C02303,R02,CH01,Net Banking,Completed
ORD0005184,2025-09-24,C04264,R05,CH01,UPI,Completed
ORD0005185,2024-02-25,C03489,R01,CH03,COD,Completed
ORD0005186,2026-02-15,C06506,R07,CH03,Debit Card,Cancelled
ORD0005187,2024-01-24,C05883,R03,CH01,COD,Completed
ORD0005188,2025-05-01,C06799,R02,CH04,Net Banking,Completed
ORD0005189,2026-03-17,C02050,R04,CH02,UPI,Completed
ORD0005190,2025-06-13,C05662,R07,CH01,UPI,Completed
ORD0005191,2025-07-20,C01971,R04,CH04,Debit Card,Completed
ORD0005192,2025-10-01,C04598,R01,CH02,UPI,Completed
ORD0005193,2024-05-03,C09179,R03,CH01,COD,Completed
ORD0005194,2025-09-25,C05177,R01,CH03,Cash,Completed
ORD0005195,2026-03-02,C03815,R04,CH01,Credit Card,Completed
ORD0005196,2026-06-05,C06786,R02,CH01,Credit Card,Completed
ORD0005197,2025-02-02,C04721,R04,CH03,UPI,Completed
ORD0005198,2024-11-18,C07413,R07,CH01,COD,Completed
ORD0005199,2025-11-17,C07698,R05,CH03,Credit Card,Completed
ORD0005200,2025-05-14,C07388,R01,CH02,UPI,Completed
ORD0005201,2024-09-17,C04841,R06,CH01,Credit Card,Partially Returned
ORD0005202,2024-06-23,C02756,R05,CH01,Credit Card,Completed
ORD0005203,2024-06-21,C07178,R03,CH01,Cash,Pending
ORD0005204,2025-02-19,C00289,R02,CH04,COD,Completed
ORD0005205,2024-06-21,C08473,R04,CH01,Credit Card,Completed
ORD0005206,2024-01-21,C08683,R03,CH01,Debit Card,Partially Returned
ORD0005207,2024-02-23,C03892,R02,CH01,UPI,Completed
ORD0005208,2026-04-21,C03392,R03,CH01,Wallet,Completed
ORD0005209,2024-03-15,C01703,R04,CH03,COD,Completed
ORD0005210,2024-03-15,C08467,R04,CH02,Credit Card,Completed
ORD0005211,2025-02-10,C00357,R03,CH02,UPI,Completed
ORD0005212,2024-09-04,C04102,R02,CH04,Cash,Pending
ORD0005213,2026-05-24,C05302,R02,CH01,Credit Card,Completed
ORD0005214,2026-04-02,C04141,R04,CH01,UPI,Completed
ORD0005215,2024-12-28,C08438,R05,CH01,Wallet,Completed
ORD0005216,2025-02-08,C01440,R03,CH02,Credit Card,Completed
ORD0005217,2024-12-08,C03001,R05,CH03,Net Banking,Completed
ORD0005218,2024-02-08,C07570,R03,CH01,COD,Completed
ORD0005219,2024-10-15,C02012,R01,CH01,Net Banking,Completed
ORD0005220,2024-05-04,C02833,R04,CH03,Debit Card,Completed
ORD0005221,2024-04-13,C08703,R01,CH02,COD,Completed
ORD0005222,2025-06-01,C01748,R02,CH01,Cash,Completed
ORD0005223,2024-04-10,C00119,R04,CH02,Net Banking,Completed
ORD0005224,2024-04-14,C01552,R04,CH03,Credit Card,Completed
ORD0005225,2025-03-12,C05899,R02,CH01,Credit Card,Completed
ORD0005226,2025-02-01,C00711,R01,CH03,Credit Card,Completed
ORD0005227,2024-05-19,C08870,R02,CH02,Credit Card,Completed
ORD0005228,2024-01-05,C03200,R02,CH01,Debit Card,Completed
ORD0005229,2024-07-14,C05578,R03,CH04,UPI,Completed
ORD0005230,2024-08-26,C05883,R03,CH01,COD,Completed
ORD0005231,2025-12-18,C05724,R02,CH02,Credit Card,Completed
ORD0005232,2026-04-06,C08907,R04,CH04,Wallet,Completed
ORD0005233,2024-12-28,C08558,R03,CH03,COD,Completed
ORD0005234,2024-12-28,C06253,R04,CH01,UPI,Completed
ORD0005235,2025-10-21,C00741,R07,CH01,Wallet,Completed
ORD0005236,2025-08-07,C00847,R04,CH01,COD,Completed
ORD0005237,2024-07-05,C07398,R04,CH01,Wallet,Completed
ORD0005238,2024-04-19,C06016,R07,CH01,UPI,Completed
ORD0005239,2025-01-28,C09176,R01,CH01,Credit Card,Completed
ORD0005240,2025-06-05,C00860,R02,CH01,UPI,Completed
ORD0005241,2024-05-20,C06988,R07,CH02,Debit Card,Completed
ORD0005242,2024-10-15,C04449,R02,CH01,UPI,Completed
ORD0005243,2024-10-24,C01629,R01,CH02,UPI,Completed
ORD0005244,2024-09-21,C04267,R04,CH03,COD,Partially Returned
ORD0005245,2025-02-20,C00583,R01,CH03,COD,Completed
ORD0005246,2025-09-02,C00960,R02,CH02,Net Banking,Completed
ORD0005247,2025-04-10,C06520,R01,CH01,UPI,Partially Returned
ORD0005248,2024-07-23,C04859,R07,CH01,Credit Card,Completed
ORD0005249,2024-04-14,C06439,R05,CH03,Credit Card,Completed
ORD0005250,2026-01-01,C06506,R07,CH03,Net Banking,Completed
ORD0005251,2025-03-11,C09366,R07,CH03,Credit Card,Completed
ORD0005252,2024-03-03,C00289,R02,CH03,Credit Card,Completed
ORD0005253,2024-09-18,C02979,R03,CH04,Debit Card,Completed
ORD0005254,2025-12-21,C06281,R03,CH01,Net Banking,Cancelled
ORD0005255,2025-11-16,C07283,R01,CH01,Credit Card,Completed
ORD0005256,2026-02-25,C00734,R04,CH04,COD,Completed
ORD0005257,2025-07-13,C03381,R01,CH03,UPI,Completed
ORD0005258,2025-01-13,C05475,R03,CH03,Credit Card,Completed
ORD0005259,2025-01-17,C05069,R01,CH01,COD,Completed
ORD0005260,2024-07-15,C09145,R07,CH01,Wallet,Returned
ORD0005261,2025-08-31,C09767,R07,CH02,Net Banking,Completed
ORD0005262,2025-06-26,C05510,R02,CH03,Debit Card,Completed
ORD0005263,2024-06-05,C01851,R07,CH01,Net Banking,Completed
ORD0005264,2026-03-07,C04851,R01,CH01,Net Banking,Completed
ORD0005265,2024-12-04,C08853,R01,CH03,Credit Card,Completed
ORD0005266,2024-02-20,C04933,R03,CH01,COD,Completed
ORD0005267,2024-11-07,C03467,R02,CH01,UPI,Completed
ORD0005268,2026-02-19,C02669,R02,CH04,Credit Card,Completed
ORD0005269,2026-04-08,C00895,R03,CH02,COD,Completed
ORD0005270,2025-03-22,C04802,R01,CH01,Debit Card,Completed
ORD0005271,2026-05-18,C06873,R04,CH01,COD,Completed
ORD0005272,2026-02-25,C00020,R02,CH03,UPI,Completed
ORD0005273,2026-01-05,C00374,R04,CH01,Debit Card,Completed
ORD0005274,2026-02-09,C03586,R05,CH01,Net Banking,Completed
ORD0005275,2024-12-13,C02590,R04,CH02,COD,Completed
ORD0005276,2025-11-19,C09950,R02,CH04,Credit Card,Completed
ORD0005277,2025-06-18,C03752,R02,CH01,Credit Card,Cancelled
ORD0005278,2025-10-26,C05037,R02,CH01,Credit Card,Completed
ORD0005279,2024-06-28,C09068,R02,CH03,Credit Card,Completed
ORD0005280,2025-11-03,C06808,R02,CH03,Credit Card,Completed
ORD0005281,2026-05-19,C07113,R03,CH02,Net Banking,Completed
