return_id,order_id,product_id,return_date,return_quantity,return_reason,return_status
RET0000707,ORD0040852,P00968,2026-05-16,1,Damaged,Processed
RET0000708,ORD0032514,P00754,2026-06-28,2,Customer Changed Mind,Approved
RET0000709,ORD0088220,P01419,2025-05-29,2,Damaged,Pending
RET0000710,ORD0078373,P01168,2025-03-26,2,Customer Changed Mind,Processed
RET0000711,ORD0006114,P00712,2026-06-12,1,Quality Issue,Rejected
RET0000712,ORD0051242,P00185,2025-12-26,1,Wrong Product,Approved
RET0000713,ORD0020614,P00532,2024-10-27,1,Quality Issue,Approved
RET0000714,ORD0076793,P01879,2026-07-14,1,Incorrect Size,Processed
RET0000715,ORD0095242,P00061,2024-12-29,1,Late Delivery,Processed
RET0000716,ORD0013383,P00729,2024-08-24,1,Wrong Product,Approved
RET0000717,ORD0003515,P01862,2026-05-21,1,Customer Changed Mind,Approved
RET0000718,ORD0083274,P01978,2026-01-18,1,Quality Issue,Processed
RET0000719,ORD0032309,P01935,2026-03-08,2,Late Delivery,Pending
RET0000720,ORD0075320,P01620,2024-04-25,3,Damaged,Approved
RET0000721,ORD0062397,P00161,2025-02-17,1,Customer Changed Mind,Approved
RET0000722,ORD0058950,P00470,2024-04-22,1,Late Delivery,Approved
RET0000723,ORD0093902,P01288,2026-04-14,3,Wrong Product,Approved
RET0000724,ORD0030697,P01906,2026-07-01,1,Quality Issue,Approved
RET0000725,ORD0025330,P00577,2025-10-20,1,Damaged,Processed
RET0000726,ORD0008597,P01759,2025-09-18,1,Customer Changed Mind,Processed
RET0000727,ORD0095985,P01902,2026-07-28,1,Quality Issue,Approved
RET0000728,ORD0066268,P00222,2024-06-26,1,Wrong Product,Approved
RET0000729,ORD0007289,P00450,2025-07-13,3,Quality Issue,Pending
RET0000730,ORD0035618,P00130,2024-07-17,1,Customer Changed Mind,Approved
RET0000731,ORD0068779,P00515,2026-07-11,1,Customer Changed Mind,Processed
RET0000732,ORD0055208,P00707,2026-07-28,1,Incorrect Size,Approved
RET0000733,ORD0048550,P01468,2026-03-04,2,Customer Changed Mind,Rejected
RET0000734,ORD0090322,P01502,2026-05-19,1,Wrong Product,Processed
RET0000735,ORD0069937,P00226,2025-12-23,2,Incorrect Size,Approved
RET0000736,ORD0060355,P00725,2026-07-04,1,Quality Issue,Processed
RET0000737,ORD0112635,P01346,2025-07-28,1,Quality Issue,Processed
RET0000738,ORD0087975,P01408,2025-12-06,1,Damaged,Approved
RET0000739,ORD0012496,P00797,2026-05-03,1,Damaged,Processed
RET0000740,ORD0023688,P01828,2024-11-21,1,Quality Issue,Approved
RET0000741,ORD0022129,P01309,2025-08-04,1,Wrong Product,Processed
RET0000742,ORD0016766,P01321,2026-08-02,1,Wrong Product,Pending
RET0000743,ORD0075029,P00194,2025-03-17,1,Quality Issue,Approved
RET0000744,ORD0106694,P00659,2024-02-10,2,Wrong Product,Approved
RET0000745,ORD0078446,P01885,2026-06-03,1,Damaged,Approved
RET0000746,ORD0024242,P00817,2024-03-05,1,Damaged,Pending
RET0000747,ORD0103224,P00326,2026-07-04,1,Customer Changed Mind,Approved
RET0000748,ORD0090537,P01211,2026-02-20,1,Quality Issue,Approved
RET0000749,ORD0065443,P00910,2026-04-21,1,Incorrect Size,Processed
RET0000750,ORD0039822,P01753,2025-07-15,1,Damaged,Processed
RET0000751,ORD0078010,P01495,2026-03-24,1,Wrong Product,Processed
RET0000752,ORD0047010,P01401,2025-08-11,1,Late Delivery,Pending
RET0000753,ORD0097553,P00320,2026-01-08,1,Customer Changed Mind,Approved
RET0000754,ORD0017293,P01537,2026-06-30,1,Customer Changed Mind,Processed
RET0000755,ORD0052671,P01063,2026-05-27,1,Incorrect Size,Processed
RET0000756,ORD0084999,P00751,2024-05-20,1,Late Delivery,Approved
RET0000757,ORD0032423,P01740,2025-12-02,1,Customer Changed Mind,Rejected
RET0000758,ORD0028676,P01832,2026-05-04,1,Incorrect Size,Processed
RET0000759,ORD0117028,P01558,2024-12-08,1,Damaged,Approved
RET0000760,ORD0059186,P00484,2025-05-01,1,Incorrect Size,Approved
RET0000761,ORD0112554,P00442,2025-09-15,1,Late Delivery,Approved
RET0000762,ORD0033229,P00035,2026-01-05,1,Late Delivery,Rejected
RET0000763,ORD0037465,P00272,2024-07-09,1,Incorrect Size,Approved
RET0000764,ORD0098213,P00510,2026-04-21,1,Late Delivery,Rejected
RET0000765,ORD0018699,P00366,2024-12-06,1,Customer Changed Mind,Approved
RET0000766,ORD0041167,P01956,2025-11-19,1,Wrong Product,Pending
RET0000767,ORD0042641,P00051,2026-04-08,1,Quality Issue,Rejected
RET0000768,ORD0051491,P00155,2025-12-09,1,Late Delivery,Approved
RET0000769,ORD0081055,P00765,2025-12-12,1,Wrong Product,Approved
RET0000770,ORD0067061,P01048,2025-02-11,1,Quality Issue,Processed
RET0000771,ORD0070382,P00897,2026-04-30,1,Quality Issue,Approved
RET0000772,ORD0106899,P01023,2025-02-26,1,Customer Changed Mind,Approved
RET0000773,ORD0103842,P00759,2024-04-16,1,Damaged,Processed
RET0000774,ORD0001775,P00181,2025-08-29,1,Customer Changed Mind,Rejected
RET0000775,ORD0071836,P01214,2024-04-12,2,Damaged,Processed
RET0000776,ORD0060449,P01994,2026-05-29,1,Damaged,Rejected
RET0000777,ORD0038274,P00979,2026-04-03,1,Customer Changed Mind,Processed
RET0000778,ORD0046688,P01872,2025-11-15,1,Damaged,Processed
RET0000779,ORD0076577,P01684,2025-03-15,2,Wrong Product,Approved
RET0000780,ORD0041653,P00861,2025-11-21,1,Quality Issue,Processed
RET0000781,ORD0026399,P01817,2025-12-18,3,Customer Changed Mind,Processed
RET0000782,ORD0029429,P01693,2026-06-02,3,Incorrect Size,Processed
RET0000783,ORD0023240,P01247,2025-09-04,1,Incorrect Size,Pending
RET0000784,ORD0071542,P00552,2024-11-27,3,Quality Issue,Approved
RET0000785,ORD0028816,P00754,2025-06-25,1,Incorrect Size,Processed
RET0000786,ORD0028871,P01589,2026-02-16,1,Incorrect Size,Processed
RET0000787,ORD0016777,P01262,2025-10-04,3,Customer Changed Mind,Approved
RET0000788,ORD0058497,P01187,2026-01-05,1,Quality Issue,Approved
RET0000789,ORD0000471,P01533,2025-01-19,1,Damaged,Pending
RET0000790,ORD0090168,P00404,2025-11-25,1,Quality Issue,Approved
RET0000791,ORD0109191,P01370,2026-03-24,1,Customer Changed Mind,Processed
RET0000792,ORD0051412,P00222,2024-10-03,1,Damaged,Processed
RET0000793,ORD0025733,P01563,2024-08-12,1,Wrong Product,Rejected
RET0000794,ORD0115161,P00300,2025-05-04,1,Incorrect Size,Processed
RET0000795,ORD0058573,P01364,2025-03-01,1,Customer Changed Mind,Approved
RET0000796,ORD0000501,P01692,2025-11-24,1,Wrong Product,Approved
RET0000797,ORD0015272,P00953,2025-12-26,1,Wrong Product,Processed
RET0000798,ORD0030877,P01429,2025-11-26,1,Customer Changed Mind,Approved
RET0000799,ORD0033519,P01697,2025-07-23,1,Incorrect Size,Processed
RET0000800,ORD0079511,P01414,2025-02-14,1,Quality Issue,Approved
RET0000801,ORD0051207,P00002,2025-10-07,1,Customer Changed Mind,Approved
RET0000802,ORD0027866,P01961,2024-11-06,3,Wrong Product,Pending
RET0000803,ORD0111024,P00953,2026-04-17,3,Damaged,Pending
RET0000804,ORD0036363,P01680,2026-05-20,1,Customer Changed Mind,Processed
RET0000805,ORD0116883,P00364,2026-01-24,1,Quality Issue,Approved
RET0000806,ORD0086683,P00438,2025-07-09,1,Quality Issue,Pending
RET0000807,ORD0117983,P01950,2026-06-17,1,Customer Changed Mind,Processed
RET0000808,ORD0066225,P01787,2025-12-12,1,Quality Issue,Pending
RET0000809,ORD0116458,P01571,2026-05-29,1,Customer Changed Mind,Approved
RET0000810,ORD0055578,P00350,2026-07-27,1,Late Delivery,Approved
RET0000811,ORD0005235,P01026,2025-11-29,1,Late Delivery,Processed
RET0000812,ORD0030568,P01482,2026-05-27,1,Quality Issue,Rejected
RET0000813,ORD0119989,P01322,2026-01-30,1,Late Delivery,Approved
RET0000814,ORD0054894,P01782,2026-04-21,1,Incorrect Size,Approved
RET0000815,ORD0094123,P00696,2025-12-28,1,Customer Changed Mind,Processed
RET0000816,ORD0026867,P00090,2025-10-24,1,Damaged,Pending
RET0000817,ORD0038345,P00656,2026-08-01,1,Wrong Product,Processed
RET0000818,ORD0007151,P00743,2025-06-28,2,Late Delivery,Pending
RET0000819,ORD0093862,P00330,2025-12-07,1,Late Delivery,Processed
RET0000820,ORD0052034,P01066,2025-08-06,1,Late Delivery,Rejected
RET0000821,ORD0034217,P01832,2026-04-18,1,Quality Issue,Processed
RET0000822,ORD0045345,P00610,2025-11-21,1,Wrong Product,Approved
RET0000823,ORD0117774,P00015,2026-01-01,1,Quality Issue,Processed
RET0000824,ORD0087080,P01092,2025-06-07,2,Quality Issue,Processed
RET0000825,ORD0056622,P01101,2025-11-27,2,Customer Changed Mind,Processed
RET0000826,ORD0013434,P00487,2025-11-10,2,Customer Changed Mind,Approved
RET0000827,ORD0045573,P00963,2025-07-11,1,Wrong Product,Processed
RET0000828,ORD0115832,P01145,2026-03-06,1,Customer Changed Mind,Processed
RET0000829,ORD0093513,P00791,2026-06-19,1,Quality Issue,Approved
RET0000830,ORD0104959,P01927,2026-03-18,1,Incorrect Size,Pending
RET0000831,ORD0106782,P01546,2026-02-18,1,Quality Issue,Approved
RET0000832,ORD0046568,P01194,2026-03-11,2,Wrong Product,Approved
RET0000833,ORD0084338,P00482,2025-08-11,1,Quality Issue,Approved
RET0000834,ORD0068883,P01481,2025-03-11,1,Quality Issue,Processed
RET0000835,ORD0046899,P00838,2026-06-16,1,Customer Changed Mind,Approved
RET0000836,ORD0073185,P01290,2026-03-31,2,Quality Issue,Processed
RET0000837,ORD0092482,P01700,2025-02-03,2,Damaged,Processed
RET0000838,ORD0073116,P00082,2025-11-10,1,Damaged,Processed
RET0000839,ORD0089422,P01808,2024-07-03,1,Damaged,Rejected
RET0000840,ORD0005356,P00558,2026-04-28,1,Damaged,Pending
RET0000841,ORD0008664,P01177,2026-05-26,1,Incorrect Size,Approved
RET0000842,ORD0018138,P00078,2026-07-05,2,Customer Changed Mind,Approved
RET0000843,ORD0087012,P01360,2025-08-09,2,Wrong Product,Approved
RET0000844,ORD0085042,P01027,2024-01-30,1,Customer Changed Mind,Processed
RET0000845,ORD0029995,P01435,2026-06-17,1,Customer Changed Mind,Approved
RET0000846,ORD0049344,P01314,2026-05-25,2,Customer Changed Mind,Processed
RET0000847,ORD0095798,P00970,2025-03-28,2,Damaged,Processed
RET0000848,ORD0016460,P00533,2024-11-16,1,Quality Issue,Processed
RET0000849,ORD0045177,P00418,2026-02-10,3,Damaged,Approved
RET0000850,ORD0069884,P01103,2024-04-15,1,Quality Issue,Approved
RET0000851,ORD0037688,P00987,2025-09-03,1,Wrong Product,Approved
RET0000852,ORD0032942,P01686,2026-03-16,1,Quality Issue,Processed
RET0000853,ORD0052073,P00762,2025-08-10,1,Quality Issue,Processed
RET0000854,ORD0103735,P01134,2024-02-27,1,Damaged,Processed
RET0000855,ORD0035910,P00581,2025-10-28,1,Damaged,Processed
RET0000856,ORD0027243,P01066,2025-04-23,1,Incorrect Size,Processed
RET0000857,ORD0016466,P01111,2025-12-06,1,Customer Changed Mind,Approved
RET0000858,ORD0116623,P00537,2025-01-20,1,Quality Issue,Approved
RET0000859,ORD0088976,P01730,2026-03-07,1,Damaged,Approved
RET0000860,ORD0021006,P01894,2024-09-12,1,Wrong Product,Approved
RET0000861,ORD0035880,P01370,2025-11-17,1,Late Delivery,Approved
RET0000862,ORD0026260,P00720,2025-05-01,2,Incorrect Size,Processed
RET0000863,ORD0097795,P00444,2025-03-26,2,Wrong Product,Approved
RET0000864,ORD0066034,P00889,2026-03-17,1,Quality Issue,Approved
RET0000865,ORD0056474,P00404,2025-01-17,1,Quality Issue,Approved
RET0000866,ORD0001855,P00824,2026-02-05,3,Damaged,Approved
RET0000867,ORD0100485,P01282,2026-06-15,1,Wrong Product,Approved
RET0000868,ORD0091768,P00641,2025-03-07,2,Wrong Product,Approved
RET0000869,ORD0094862,P01172,2025-07-17,1,Customer Changed Mind,Approved
RET0000870,ORD0037542,P00612,2026-04-24,1,Quality Issue,Pending
RET0000871,ORD0113630,P01800,2026-05-23,1,Customer Changed Mind,Approved
RET0000872,ORD0034303,P00638,2026-06-25,1,Wrong Product,Approved
RET0000873,ORD0021523,P01299,2025-03-31,1,Quality Issue,Processed
RET0000874,ORD0103654,P01186,2026-06-30,1,Quality Issue,Approved
RET0000875,ORD0105554,P00409,2025-05-12,1,Late Delivery,Processed
RET0000876,ORD0008921,P00522,2025-01-02,3,Late Delivery,Approved
RET0000877,ORD0058909,P00351,2024-06-10,1,Wrong Product,Rejected
RET0000878,ORD0070619,P01589,2025-11-09,1,Quality Issue,Pending
RET0000879,ORD0083030,P01574,2025-05-09,1,Customer Changed Mind,Processed
RET0000880,ORD0060974,P00680,2026-06-15,1,Customer Changed Mind,Approved
RET0000881,ORD0060090,P00777,2025-04-14,1,Damaged,Approved
RET0000882,ORD0050012,P00645,2026-06-12,1,Quality Issue,Approved
RET0000883,ORD0072777,P00899,2025-05-09,1,Quality Issue,Processed
RET0000884,ORD0059763,P00295,2024-05-14,2,Customer Changed Mind,Approved
RET0000885,ORD0108077,P01927,2025-08-22,1,Incorrect Size,Processed
RET0000886,ORD0062630,P00333,2024-05-16,1,Incorrect Size,Approved
RET0000887,ORD0058254,P01341,2025-12-20,1,Damaged,Processed
RET0000888,ORD0109659,P00136,2024-10-20,3,Quality Issue,Approved
RET0000889,ORD0093342,P00119,2024-12-25,1,Customer Changed Mind,Approved
RET0000890,ORD0004623,P01189,2025-09-10,1,Incorrect Size,Processed
RET0000891,ORD0034208,P00281,2025-04-18,1,Wrong Product,Processed
RET0000892,ORD0032771,P01515,2025-01-09,1,Wrong Product,Approved
RET0000893,ORD0060657,P01728,2024-12-12,3,Customer Changed Mind,Approved
RET0000894,ORD0017302,P01564,2025-01-19,1,Wrong Product,Rejected
RET0000895,ORD0040175,P00239,2024-12-19,1,Quality Issue,Processed
RET0000896,ORD0032906,P01471,2025-06-27,1,Customer Changed Mind,Processed
RET0000897,ORD0064644,P01676,2026-07-17,1,Wrong Product,Processed
RET0000898,ORD0075547,P00588,2024-05-23,1,Late Delivery,Processed
RET0000899,ORD0100830,P01386,2025-12-06,1,Incorrect Size,Processed
RET0000900,ORD0053735,P01047,2024-12-31,1,Quality Issue,Approved
RET0000901,ORD0099550,P00634,2025-06-21,1,Customer Changed Mind,Processed
RET0000902,ORD0028558,P01980,2025-04-08,2,Wrong Product,Processed
RET0000903,ORD0013486,P00874,2026-03-15,1,Wrong Product,Approved
RET0000904,ORD0018894,P00545,2024-06-02,2,Incorrect Size,Processed
RET0000905,ORD0116500,P01834,2024-03-06,1,Quality Issue,Approved
RET0000906,ORD0113818,P01014,2025-05-04,1,Late Delivery,Approved
RET0000907,ORD0056139,P00016,2026-03-12,3,Incorrect Size,Processed
RET0000908,ORD0049304,P00312,2026-05-13,1,Damaged,Rejected
RET0000909,ORD0055063,P00128,2024-04-16,1,Quality Issue,Approved
RET0000910,ORD0076301,P01834,2026-02-05,1,Wrong Product,Processed
RET0000911,ORD0038583,P00608,2024-10-08,1,Damaged,Approved
RET0000912,ORD0016060,P00896,2025-02-22,2,Customer Changed Mind,Processed
RET0000913,ORD0026358,P01407,2024-10-29,1,Customer Changed Mind,Approved
RET0000914,ORD0052214,P00522,2025-10-15,1,Incorrect Size,Processed
RET0000915,ORD0103391,P00772,2025-12-04,2,Customer Changed Mind,Approved
RET0000916,ORD0063153,P01444,2026-02-19,3,Quality Issue,Approved
RET0000917,ORD0063587,P00976,2025-05-09,1,Quality Issue,Rejected
RET0000918,ORD0085552,P01899,2026-05-10,1,Quality Issue,Approved
RET0000919,ORD0103734,P01200,2024-11-27,2,Incorrect Size,Approved
RET0000920,ORD0039867,P00491,2026-03-21,1,Customer Changed Mind,Approved
RET0000921,ORD0035530,P01662,2025-10-23,1,Customer Changed Mind,Processed
RET0000922,ORD0026992,P00242,2025-02-26,1,Damaged,Approved
RET0000923,ORD0018072,P01777,2026-06-23,1,Wrong Product,Processed
RET0000924,ORD0094870,P00970,2025-10-13,1,Incorrect Size,Approved
RET0000925,ORD0069206,P00465,2024-11-12,2,Customer Changed Mind,Processed
RET0000926,ORD0083215,P01321,2025-03-16,1,Customer Changed Mind,Rejected
RET0000927,ORD0026688,P00277,2026-07-28,1,quality issue,Approved
RET0000928,ORD0071035,P01354,2026-06-12,1,Customer Changed Mind,Processed
RET0000929,ORD0092928,P01433,2026-03-22,2,Quality Issue,Approved
RET0000930,ORD0117148,P00301,2025-11-25,1,Wrong Product,Approved
RET0000931,ORD0082340,P00152,2024-11-12,1,Quality Issue,Processed
RET0000932,ORD0073361,P01693,2025-10-14,1,Quality Issue,Rejected
RET0000933,ORD0118555,P00600,2026-06-17,1,Quality Issue,Processed
RET0000934,ORD0000431,P00596,2026-05-03,2,Wrong Product,Pending
RET0000935,ORD0055376,P01894,2025-03-14,1,Quality Issue,Approved
RET0000936,ORD0003037,P00306,2025-08-05,2,Damaged,Processed
RET0000937,ORD0001910,P01563,2026-03-28,2,Customer Changed Mind,Approved
RET0000938,ORD0114296,P00403,2024-08-06,1,Quality Issue,Pending
RET0000939,ORD0005750,P00970,2026-07-02,3,Quality Issue,Processed
RET0000940,ORD0056709,P01004,2026-05-03,1,Wrong Product,Approved
RET0000941,ORD0056675,P01271,2025-12-21,3,Incorrect Size,Processed
RET0000942,ORD0112987,P01920,2026-01-24,1,Damaged,Processed
RET0000943,ORD0097873,P01624,2025-10-29,1,Quality Issue,Pending
RET0000944,ORD0044191,P01015,2026-06-27,1,Incorrect Size,Processed
RET0000945,ORD0017976,P01945,2026-04-10,1,Late Delivery,Rejected
RET0000946,ORD0108888,P01686,2025-04-30,1,Quality Issue,Processed
RET0000947,ORD0012775,P00387,2025-04-04,1,Quality Issue,Processed
RET0000948,ORD0079305,P01874,2026-05-07,1,Quality Issue,Processed
RET0000949,ORD0050533,P01244,2025-03-22,2,Quality Issue,Approved
RET0000950,ORD0115777,P01500,2026-02-14,1,Quality Issue,Approved
RET0000951,ORD0059150,P00883,2024-05-06,2,Wrong Product,Pending
RET0000952,ORD0117856,P00933,2025-07-26,2,Quality Issue,Pending
RET0000953,ORD0044491,P00119,2025-06-03,1,Wrong Product,Pending
RET0000954,ORD0069628,P00819,2024-12-20,1,Incorrect Size,Approved
RET0000955,ORD0012904,P01042,2026-05-27,2,Wrong Product,Approved
RET0000956,ORD0098358,P01327,2025-06-20,1,Wrong Product,Rejected
RET0000957,ORD0101373,P00463,2026-02-19,1,Incorrect Size,Approved
RET0000958,ORD0071300,P00841,2026-06-11,1,Wrong Product,Approved
RET0000959,ORD0060866,P00106,2026-05-26,1,Customer Changed Mind,Approved
RET0000960,ORD0061693,P00696,2026-04-12,1,Quality Issue,Rejected
RET0000961,ORD0089424,P00396,2025-05-06,2,Damaged,Processed
RET0000962,ORD0094619,P00485,2026-04-07,3,Damaged,Approved
RET0000963,ORD0063502,P01889,2025-04-23,1,Customer Changed Mind,Processed
RET0000964,ORD0008267,P01218,2026-05-24,1,Wrong Product,Approved
RET0000965,ORD0020156,P00522,2026-02-15,1,Wrong Product,Processed
RET0000966,ORD0099195,P00252,2025-10-12,1,Damaged,Processed
RET0000967,ORD0071259,P01557,2025-12-12,2,Customer Changed Mind,Processed
RET0000968,ORD0106981,P00952,2026-05-26,1,Customer Changed Mind,Approved
RET0000969,ORD0088255,P00652,2025-11-19,1,Damaged,Approved
RET0000970,ORD0104113,P01266,2024-12-01,2,Quality Issue,Approved
RET0000971,ORD0107293,P01683,2025-07-05,1,Quality Issue,Pending
RET0000972,ORD0052102,P00748,2026-01-22,1,Damaged,Approved
RET0000973,ORD0113445,P01161,2026-07-31,1,Customer Changed Mind,Processed
RET0000974,ORD0028615,P00421,2026-05-14,1,Incorrect Size,Approved
RET0000975,ORD0115386,P00695,2026-07-02,1,Quality Issue,Pending
RET0000976,ORD0014590,P00060,2025-03-02,2,Customer Changed Mind,Processed
RET0000977,ORD0082603,P00782,2025-12-18,1,Customer Changed Mind,Approved
RET0000978,ORD0070456,P01385,2026-05-19,1,Wrong Product,Processed
RET0000979,ORD0112043,P00686,2025-06-28,1,Quality Issue,Processed
RET0000980,ORD0060662,P00158,2024-01-18,1,Incorrect Size,Processed
RET0000981,ORD0032512,P01041,2026-07-13,1,Incorrect Size,Pending
RET0000982,ORD0054298,P01483,2026-01-27,1,Wrong Product,Processed
RET0000983,ORD0079585,P00718,2024-08-08,2,Customer Changed Mind,Rejected
RET0000984,ORD0071471,P01118,2026-06-29,1,Damaged,Processed
RET0000985,ORD0094639,P00242,2026-03-15,1,Customer Changed Mind,Approved
RET0000986,ORD0050179,P01286,2026-04-30,1,Customer Changed Mind,Processed
RET0000987,ORD0058079,P01512,2025-10-22,2,Quality Issue,Processed
RET0000988,ORD0086773,P00126,2025-06-05,2,Wrong Product,Approved
RET0000989,ORD0066258,P01104,2025-08-02,1,Incorrect Size,Processed
RET0000990,ORD0003466,P01237,2026-01-11,1,Damaged,Approved
RET0000991,ORD0083894,P00393,2025-12-23,1,Damaged,Approved
RET0000992,ORD0113120,P00749,2026-03-15,1,Incorrect Size,Rejected
RET0000993,ORD0075354,P00688,2026-03-30,1,Quality Issue,Approved
RET0000994,ORD0071439,P00064,2024-02-05,2,Customer Changed Mind,Processed
RET0000995,ORD0000078,P01615,2025-09-29,1,Quality Issue,Approved
RET0000996,ORD0044966,P01867,2026-07-18,1,Wrong Product,Processed
RET0000997,ORD0117381,P00240,2025-11-22,1,Damaged,Pending
RET0000998,ORD0113318,P00413,2026-01-04,2,Customer Changed Mind,Processed
RET0000999,ORD0048412,P01321,2025-07-17,1,Customer Changed Mind,Processed
RET0001000,ORD0105128,P01216,2026-01-07,1,Quality Issue,Approved
RET0001001,ORD0119329,P00820,2025-02-25,1,Wrong Product,Approved
RET0001002,ORD0048662,P00387,2026-07-04,3,Quality Issue,Processed
RET0001003,ORD0045810,P01864,2025-11-14,2,Quality Issue,Processed
RET0001004,ORD0039726,P01807,2025-03-19,1,Damaged,Processed
RET0001005,ORD0088606,P00770,2025-03-07,1,Damaged,Processed
RET0001006,ORD0087402,P00581,2026-02-23,1,Customer Changed Mind,Approved
RET0001007,ORD0083769,P00428,2026-06-01,1,Quality Issue,Approved
RET0001008,ORD0027027,P00470,2025-12-23,1,Quality Issue,Pending
RET0001009,ORD0095417,P01343,2026-06-18,1,Quality Issue,Processed
RET0001010,ORD0066764,P00151,2026-03-23,1,Customer Changed Mind,Processed
RET0001011,ORD0015174,P01080,2026-02-11,3,Wrong Product,Processed
RET0001012,ORD0043114,P00630,2024-01-14,1,Late Delivery,Pending
RET0001013,ORD0071331,P01696,2025-09-08,3,Wrong Product,Rejected
RET0001014,ORD0061899,P00609,2026-02-02,1,Quality Issue,Approved
RET0001015,ORD0100034,P01785,2025-03-26,2,Wrong Product,Rejected
RET0001016,ORD0111800,P01803,2025-11-11,1,Wrong Product,Approved
RET0001017,ORD0000300,P00181,2025-09-07,1,Late Delivery,Approved
RET0001018,ORD0115964,P01446,2024-05-13,1,Customer Changed Mind,Rejected
RET0001019,ORD0068774,P01525,2024-10-03,1,Quality Issue,Approved
RET0001020,ORD0034406,P01938,2025-11-14,1,Customer Changed Mind,Approved
RET0001021,ORD0058288,P00024,2026-02-08,3,Incorrect Size,Processed
RET0001022,ORD0072194,P01339,2026-06-29,1,Incorrect Size,Pending
RET0001023,ORD0024421,P00538,2026-04-26,1,Incorrect Size,Approved
RET0001024,ORD0092439,P00098,2025-05-07,1,Quality Issue,Processed
RET0001025,ORD0087163,P01304,2025-12-04,3,Quality Issue,Processed
RET0001026,ORD0035771,P00206,2025-07-25,1,Quality Issue,Approved
RET0001027,ORD0079028,P00146,2025-03-27,2,Customer Changed Mind,Processed
RET0001028,ORD0025607,P00999,2025-12-14,2,Customer Changed Mind,Processed
RET0001029,ORD0087591,P01725,2024-02-24,1,Quality Issue,Processed
RET0001030,ORD0023273,P00660,2026-01-11,1,Damaged,Processed
RET0001031,ORD0081793,P01924,2024-04-14,1,Damaged,Pending
RET0001032,ORD0063988,P00709,2026-01-05,1,Incorrect Size,Processed
RET0001033,ORD0065774,P00699,2025-03-09,1,Damaged,Approved
RET0001034,ORD0105545,P01913,2026-04-01,1,Late Delivery,Processed
RET0001035,ORD0098000,P00151,2025-11-26,1,Quality Issue,Processed
RET0001036,ORD0009539,P01168,2025-11-03,1,Wrong Product,Approved
RET0001037,ORD0119580,P01375,2025-12-15,1,Incorrect Size,Processed
RET0001038,ORD0039734,P01175,2026-06-29,1,Wrong Product,Processed
RET0001039,ORD0051707,P01895,2024-01-14,1,Incorrect Size,Approved
RET0001040,ORD0033170,P01434,2026-04-07,2,Quality Issue,Approved
RET0001041,ORD0065931,P00203,2025-12-19,1,Wrong Product,Processed
RET0001042,ORD0034415,P00486,2026-06-26,1,Damaged,Approved
RET0001043,ORD0108900,P01914,2026-01-02,1,Customer Changed Mind,Rejected
RET0001044,ORD0020257,P00366,2025-12-11,1,Customer Changed Mind,Approved
RET0001045,ORD0106148,P01819,2025-07-29,1,Wrong Product,Processed
RET0001046,ORD0050157,P00056,2024-08-05,2,Incorrect Size,Processed
RET0001047,ORD0096648,P01911,2025-03-18,1,Wrong Product,Approved
RET0001048,ORD0094300,P00707,2026-04-24,1,Incorrect Size,Processed
RET0001049,ORD0050557,P01262,2025-11-17,2,Damaged,Approved
RET0001050,ORD0080478,P01873,2025-12-01,1,Incorrect Size,Approved
RET0001051,ORD0064625,P01306,2025-01-23,1,Wrong Product,Processed
RET0001052,ORD0043821,P00485,2025-01-25,1,Customer Changed Mind,Approved
RET0001053,ORD0047892,P00240,2025-02-15,2,Late Delivery,Processed
RET0001054,ORD0054758,P00320,2024-12-06,1,Damaged,Processed
RET0001055,ORD0064585,P01072,2025-07-30,3,Quality Issue,Approved
RET0001056,ORD0092751,P01056,2026-05-13,1,Wrong Product,Approved
RET0001057,ORD0052284,P01095,2025-10-20,2,Late Delivery,Rejected
RET0001058,ORD0058875,P00176,2026-01-26,1,Late Delivery,Approved
RET0001059,ORD0051353,P01852,2026-04-21,1,Quality Issue,Processed
RET0001060,ORD0118144,P00035,2026-03-11,1,Damaged,Approved
RET0001061,ORD0112967,P00297,2026-07-12,3,Damaged,Pending
RET0001062,ORD0117956,P01695,2024-08-25,1,Damaged,Approved
RET0001063,ORD0036326,P01287,2024-11-10,2,Customer Changed Mind,Processed
RET0001064,ORD0056561,P00066,2024-11-24,1,Damaged,Processed
RET0001065,ORD0035275,P01261,2025-06-30,2,Incorrect Size,Approved
RET0001066,ORD0045479,P00258,2026-03-28,1,Late Delivery,Processed
RET0001067,ORD0072469,P01303,2026-01-02,1,Quality Issue,Approved
RET0001068,ORD0008295,P01927,2023-01-01,2,Customer Changed Mind,Approved
RET0001069,ORD0117191,P00436,2026-05-04,1,Wrong Product,Approved
RET0001070,ORD0010799,P00383,2026-05-16,1,Late Delivery,Processed
RET0001071,ORD0087807,P01469,2025-11-06,1,Wrong Product,Rejected
RET0001072,ORD0085413,P00995,2026-01-13,1,Customer Changed Mind,Approved
RET0001073,ORD0033716,P00638,2026-02-19,3,Customer Changed Mind,Rejected
RET0001074,ORD0045148,P01482,2026-03-11,1,Late Delivery,Processed
RET0001075,ORD0000796,P01100,2024-11-26,1,Incorrect Size,Approved
RET0001076,ORD0040758,P00744,2025-09-25,3,Wrong Product,Approved
RET0001077,ORD0092274,P00040,2025-06-18,2,Customer Changed Mind,Approved
RET0001078,ORD0055148,P00708,2026-06-14,1,Damaged,Approved
